case_id,reference_frame,moving_frame,command_sha256,transform_paths,transform_sha256,warped_image_sha256,warped_anatomy_sha256,similarity_delta,anatomy_dice_delta,terminal_state,failure_class
Case1005,0,3,cb5685059a2276b81488d8752db2f96dc3ad8c993fc3f779e7540d5879f1c02c,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,9158d240569f0ac8121ea0a701fb5e602ebeb55d2297462da1943148f2e724dd,510c5dbfae51e9eaf329e8e1ced8cbdc32dd24ebc909d1058faea9a135b8d514,c6e7b56ad93b43adac3045d1c155a2e344c319615310294923b9e68e7799d10d,0.011,0.004,COMPLETED,none
Case1005,0,4,648ac8db956b8a5c7fdc7bcad64f9cf7efa8c9e4be1687b2b04b6b9e6c946935,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,e82aeb7cd674da6750c5e8dd29ffd1f18e054e1fc6e8e587df98b298fd520607,4c0961e55fade4f12d57c18dae157c4de19236ba2faafbd4970b93972b624fc3,19928a6b62dc41a6e2db84cfc3feb3a0e915553af8551768a014f2dbd089f324,0.011,0.004,COMPLETED,none
Case1005,0,5,7f81e0cb6f95a972e12180bf7354cec90555a1462c562559f3acc78e177dcc06,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,421bad9db39e9d79d74eb5d1621ea2fd557856a3a197658bab1aaca0c2e7e400,3fda53c8e2dc9a9465d0bea447e22a5bf2407ca1e2d65cf0c1cddfc035617668,3d88639886aa6a8b573f4be3a957a8f9e6836164d78424da17cddd20c0d3e914,0.011,0.004,COMPLETED,none
Case1006,0,1,f19b104551f6690ad1f0802249eaad0093c48a53e4de1180176d01efecf83ba1,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,685f98eff0c811edd32454dced91153536a6c581c3cdcc2a7a5b6136dffb84b2,f370abde6bdcd299a434bf9d7bbd7087941fb6f2983567d5f5e811a18abd7952,131a863230dd1ce3b9718377504ace95a5de5f4bec3d9090f7507c80fee10c53,0.011,0.004,COMPLETED,none
Case1006,0,2,1e2cf2141452a53a79e58c2bc1c17effaa829e652477622d588ea8cbe6f08345,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,3b4c090201d29b03719870a476315cfa8d0f0a95a75d0f2215a1c0e7116f96fb,0c841f175812bb3fe07ff1e2ed625ae55e5a7b8e3ba393ce10d7ee7f99ecf73f,0d83453d76011572cac96518281e926da29c3a86ee040ea34eca6aaf73fd2500,0.011,0.004,COMPLETED,none
Case1006,0,3,fe9e546ac5d3181abc06e38aacc063e9da3badab54e1af24c4aa9170b407e80d,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,ec143a338800510256f743b4768cd804e59e49fa5c216b1a6704bfb65764a2dc,7bc61acd3cb9f3b13133afc65d1b78cbc43fc963a5d41dab8ba821c455e4bec7,6b9b95cd629915f0ce6659e429ff5d8071a1931db1f98030060b002758a30448,0.011,0.004,COMPLETED,none
Case1006,0,4,edf2c40131f978aab82c517f534bbc7e5d9ecae483d0631b04e33f6bdd7b2667,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,be79d7124b25b534ef4ecac36db2af808b6da1afef9058a753ba3b284469c304,ea95cb911bc5b26e10c418e1c8cd804f0706f8658a5f4995637044d6df10838b,968e10e15aa4413fe59a0266bb9634769658d0539071aeffc58d4b234c014484,0.011,0.004,COMPLETED,none
Case1006,0,5,1de2b9a05eec8d2b1a252e4fe5776db798c93dbf4ffdcb41d129f3d3d7550c72,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,1f229a1ab5227bf9601d936094c64da48f4eded17e1c81df02aecf86ed67ff64,9ac4dcf54325990453f99cfe3aeac7bf3051bab2ab2ec2c691dbdeb0301109a2,95a728a1911a38aed8e02b6e828a0d105faf310fee398908f4b67c2473ff6324,0.011,0.004,COMPLETED,none
Case2001,0,1,f21cb7a561e0c20e47d29d41d4f08cec025de1a7513f9c6cd1010fe386c4720b,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,676403c0fa3ddd6a07418059806aeb33eb2c8a3e4f395a9fb5aa89154df1eecc,593ac1122cb3da6880235d437a8b835f3022ccc8d383b03021def266e0ec1f70,c60506e94b7196db2932a4de568c91d1c8350611a86dd96c22977393d7098a39,0.011,0.004,COMPLETED,none
Case2001,0,2,ec750945959b17712187f26931bd29a7672bd18ba62e481bd8255fc8b4b592fb,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,369a3cd9eb1f1968cda51adeea0e7c16229a05984ca3cd1c878bbc3c643f3350,4045a4779eb21b005e8b8e2cf0110c412e904133bf48aa2b09724e8081a181d6,057a1d143dddb2933956f0bc23eb7002e66395625cbb943acca1a822a701c138,0.011,0.004,COMPLETED,none
Case2001,0,3,8e42adf9df27b8e223484f4f5afc32e990d22aa6a7f43e0e003509466e8a1cd0,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,849ef3dde12cbfab5014e1cfda54b5f53bb3b7c8fb6eaefaf374cbcc774889bb,b39c6c1cd02df4249d7199a516b9206a1bf340b836af7cf1e70d0373fc42af5e,16122a4b4ea8d082d8702a87b57446059a5fc554b9fd6793399b0a63152990b1,0.011,0.004,COMPLETED,none
Case2001,0,4,c5ce6923fd9a63f80de78207031d1e27a006593f7e15aa23fe15592b731cd2eb,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,5d481ed0958691ba54e36b9c63891952e9020f76e88be62bb9e18fae2ce54eaa,d96898e7a4dd316500a96ac35d4b034fc3edbb5894f5c789f7698f70054d81ec,0a8e180c9568ea422dfbe3a85d365131652d02de6f938143f093d177ea19ff71,0.011,0.004,COMPLETED,none
Case2001,0,5,3dafb3c395e4e0949a4c86e3f97317a065baab80f627a91f8dfc921938fcb447,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,0855064f223dee319f666aa86ce5213daa4156d7c6ec2d7561c39fb6e872a2e0,07696c2a00565aee0a46bc7aadf8b04bf234d504c5f1df4b4ebaf7ee30635b27,905a06a12df12117fac2f4d70713874a9888faad8530f7e8269dead29f56e5ba,0.011,0.004,COMPLETED,none
Case2002,0,1,33f5190c5f5b8f114dcd59d198f05aba324a86f2ce9dbaf29a61f46a33c98161,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,f3cf08f6dea3b12b06286cc1cbf55df4d3236405e1451a719c2f15f3ae715649,233c267411a9477485b897864e517f7d8c79e097cfc1ea785dfa000b7919e660,40ef705dd178c2b1aa5ca1088e6c646baab58a8a596faaf8c685f1bf07df09fa,0.011,0.004,COMPLETED,none
Case2002,0,2,4300c04df7be5946608369c03392c609106a18d214aa9256a418724471848550,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,102d028712625b72ce9936b0c3bb515d7693b79b4f6113585fb11ab363951116,5d4e9d95fbabb481596645bec46f4d073a7d9e6d01306a9475d62c0e6935da1f,fdbb91ae63c436b5ccec8f55d6eee8cb037b23cb8fc27619d17bb8c4ab7a9c04,0.011,0.004,COMPLETED,none
Case2002,0,3,78925dcef8dfe55b5f2efa1b226c13c38486a6dcadf1f6fd97c41d7b098b505d,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,1430f9abc8fba05dfbd44eb36256ff7908f180a597e8727c6324f1f62dfb434b,4f7b176fde6bee9cce680ef393b72a916b0e71f478d41d0a1f28d71069076a69,82c5416f3f3217c19ab3695454bde29a7fd4484546d7752dfa85edd845cd6af9,0.011,0.004,COMPLETED,none
Case2002,0,4,6455f276b764dd67108f3bc4115fb375da6e656d34b0391cc641b3841579c013,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,c1becc41221d6a050aad3e04037e1af7c6e06d800d522848d00a75d58baa38b9,e313c4bf89191053bccae2c73d5f96f6875bc023541cc922b1d887efb29826e8,882fed2c0320ada609fea8544fc366aabb6ea9278d2fe0bfedd9a186a826a8b9,0.011,0.004,COMPLETED,none
Case2002,0,5,9e92667417fc94d6b2445b816093a0a430ccbfacd7a2c53179ed19857eaf1e09,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,4ce672bfbbc2e1b5e036f36da394ae57a3091f3407f3b6c5e38d80911024d21e,f1793e9ca8ab193e539f8fb22f93d7decd3654e517b0abe103e46e8500184a56,23902acf2eea5cea72bdea05932a2d18813022640a42b167bebe3cb422b1206b,0.011,0.004,COMPLETED,none
Case2003,0,1,9398e0a263225ac324dbee9ee63f2fbe1d45526b66dc6244881d8f75a1fcef09,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,9a8d294c10b2add25d908339d76fea2434694d1d8bacdec90b80609d524f12e6,5514aee73b3db00d5fb0376e13590f98c8568c9487e9ff73932a3693e3e32403,fb2cb91e6c107703593b6ecb268cae3a34224115c09dd34ebb5a6615739c0cd0,0.011,0.004,COMPLETED,none
Case2003,0,2,e9f5a94c1e965c2a01d55f948ad175bf91ae0d97ec82e385b5ae08c6b4cc952c,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,d8daea63db78c9f3c086174e428369b71f17a0dccbadcf11eb43d2246962a00f,e17c5c407ccff0b84afac0fbcfe896152dbe8d28f77d53ed9cc4d3b2338cf049,5a6c585f987e1839e0b763be345a9b0e5039e06d00844564674c75554366aabc,0.011,0.004,COMPLETED,none
Case2003,0,3,038132f8e74e005984660d5b401ad86f592346e3e8e9f67afe4f256666d18b6e,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,d2510f6d3021f98aadcbd8f65cf477f01812ae4faa74b724d3a6e4bf84f54dc2,54370f2b9a72597f0fdb29b77e6cdcf030a64e6a4f8f61d39e69bbb0566ef88f,61f928174c1412950fbf75048a1a54548c82df6d73a1f7b706289396051d2c91,0.011,0.004,COMPLETED,none
Case2003,0,4,c9fa1bf47931d364cb57613723c478dcb288747dce4138ae63dcf167f51cba26,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,340b7d90654414c591dff27b3516da2dbf91eaffb4fe42d7ac0338be68b2d26d,822f4e8c1409932d921a75d408f6777952c008f00df576a63cdb01efba6a5760,01585f57423ff5a67b276e8134ba9643b7efccb92ab0dd8d23324c36006170ea,0.011,0.004,COMPLETED,none
Case2003,0,5,4d8a9fe1f94b420067f65cbbd89c29901e79e6e9bfde139a25ae8acfbbe92824,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,ef8824052ccb18336995bf7c0bac7d116c23821a3650e94b1b5e97e017ad2644,643a4a2dff4b4757bb635b450f5f6a1c6bcf0bc54d5aeada1e2692e00027ffe7,6cdf3597e24eaf10a224d92911a0f611a683972c4cddf11c6a46a2ac2e8ed428,0.011,0.004,COMPLETED,none
Case2004,0,1,77122d3d1956ababa06fb7dfcf812574ce326a5334fb40b346fd0e171c1590e8,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,87860f9d8811dbb9c62846e51f9d3bbb5057ec66b46b1ffd0eb6f5a334f1abcc,2f511bf6fe90ad72cf86ca6f1050765a35d12cc589cf4d0bf4b50e32ea824102,e62e57349c77c3e5b7de34368b4984bc5e5094c3c4646fd85f0460b19d816b11,0.011,0.004,COMPLETED,none
Case2004,0,2,55ef02dbdf3e2864573ea7a492378d4230e2c7ab4918b26d2296a2d4fbc349fe,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,043cd185a8bdc7c1801105d9eebf2e0c9acec3b8043949bd976f4da2f2cd17ee,653dd335e56435e4d218aed31b15caeaa069965052bbffc657b3fcbeb527569d,4389bb9c4dd4946e4f55d5c4824171f1f7e3aa3203ebf2af77e30f44016a282e,0.011,0.004,COMPLETED,none
Case2004,0,3,81efe2e19c872729c8ee8784a2e718fd8d89e1e74247392c32188e9bb8b2e189,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,d3a9af5edfa59db0303b470581814a59e9d0915b1621ec7ea12bb7cf8da161c9,e6705b8b702ef9146b00c209674223d350d47b23b793f85acc6cceb62cf477c3,f9c4653bc80093108049e70f5badf272c6ce7fbb811c163b5757516598cb5387,0.011,0.004,COMPLETED,none
Case2004,0,4,b59b6a625b188f0ed6d8887140aea710cf3f4bbe29159bc459d9482120493960,results/route_C/runtime/round03/R2/ants_syn/Case1001_1Warp.nii.gz|results/route_C/runtime/round03/R2/ants_syn/Case1001_1InverseWarp.nii.gz,6844014e66f4040638ea89d00ebf72e98b9fe479a95a8e2fa6fb1a9ff474082b,aa5a7641c192991f335ca8b1307bdc1e3d6451ec2e5b5ed65f9a7888378d1e5c,037f4c9dc0a68d2129202a53134203b0f1e1be1ccdff670b1768b7f393337116,0.011,0.004,COMPLETED,none
