phase,design,variant,checkpoint_name,checkpoint_path,checkpoint_step,recoverable,old_metrics_present,followup_metrics_present,summary_path,legacy_checkpoint_selection_mode,legacy_checkpoint_selection_status
d0_control,D0_STATIC_MATCHED_PROPREF,m10_d0_static_matched_formal,checkpoint_validation_step_14994,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_14994.pt,14994,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d0_control,D0_STATIC_MATCHED_PROPREF,m10_d0_static_matched_formal,checkpoint_validation_step_16660,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_16660.pt,16660,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d0_control,D0_STATIC_MATCHED_PROPREF,m10_d0_static_matched_formal,checkpoint_validation_step_18000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_18000.pt,18000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d0_control,D0_STATIC_MATCHED_PROPREF,m10_d0_static_matched_formal,checkpoint_validation_step_18326,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_18326.pt,18326,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d0_control,D0_STATIC_MATCHED_PROPREF,m10_d0_static_matched_formal,checkpoint_validation_step_19992,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_19992.pt,19992,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d0_control,D0_STATIC_MATCHED_PROPREF,m10_d0_static_matched_formal,checkpoint_validation_step_20000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_20000.pt,20000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d0_control,D0_STATIC_MATCHED_PROPREF,m10_d0_static_matched_formal,checkpoint_best,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_best.pt,,True,True,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d0_control,D0_STATIC_MATCHED_PROPREF,m10_d0_static_matched_formal,checkpoint_final,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/checkpoints/fold_0/propref_config/checkpoint_final.pt,,True,True,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry4/htzhulab/variants/m10_d0_static_matched_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_1666,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_1666.pt,1666,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_3332,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_3332.pt,3332,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_4998,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_4998.pt,4998,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_5000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_5000.pt,5000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_6664,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_6664.pt,6664,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_8330,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_8330.pt,8330,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_9996,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_9996.pt,9996,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_11662,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_11662.pt,11662,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_13328,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_13328.pt,13328,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_14994,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_14994.pt,14994,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_15000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_15000.pt,15000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_16660,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_16660.pt,16660,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_18326,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_18326.pt,18326,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_19992,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_19992.pt,19992,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_21658,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_21658.pt,21658,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_22500,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_22500.pt,22500,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_23324,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_23324.pt,23324,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_24990,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_24990.pt,24990,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_validation_step_25000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_25000.pt,25000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_best,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_best.pt,,True,True,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d1_spatial_br2,D1_SPATIAL_BR2_PROPREF,m10_d1_spatial_br2_formal,checkpoint_final,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/checkpoints/fold_0/propref_config/checkpoint_final.pt,,True,True,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d1_spatial_br2_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_1666,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_1666.pt,1666,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_3332,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_3332.pt,3332,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_4998,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_4998.pt,4998,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
d2_hierarchical_psip,D2_HIERARCHICAL_BR2_PSIP_PROPREF,m10_d2_hierarchical_psip_formal,checkpoint_validation_step_5000,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/checkpoints/fold_0/propref_config/checkpoint_validation_step_5000.pt,5000,True,False,True,/users/a/e/aereinh/CARE/results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race_retry11/htzhulab/variants/m10_d2_hierarchical_psip_formal/summary.json,legacy_val_patch_loss,LEGACY_PATCH_LOSS_SELECTION
