audit_case_count_used_for_selection,calibration_case_count,checkpoint_exists,checkpoint_hash_status,checkpoint_mtime_ns,checkpoint_path,checkpoint_sha256,checkpoint_size_bytes,edema_calibration_positive_gt_cases,edema_calibration_positive_gt_dice,edema_calibration_positive_gt_hd95,edema_empty_prediction_count,edema_remote_fp_volume_mm3,epoch,mean_pathology_calibration_dice,min_pathology_calibration_dice,prefix,runtime_dir,scar_calibration_positive_gt_cases,scar_calibration_positive_gt_dice,scar_calibration_positive_gt_hd95,scar_empty_prediction_count,scar_remote_fp_volume_mm3,screen_rank_within_seed_variant,screen_status,screen_variant,seed,selection_status
0,22,1,HASHED_FOR_SCREENING,1784818530590310000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch275.pt,46c66176ec7f6c67571bf61b0e8ccb8a716a8891d36be8c71d814c764449ea7c,563172829,8,0.35245231512990743,21.458848034063102,0,0.0,275,0.4243307414365964,0.35245231512990743,screen_student_direct_reliable_seed20260723_epoch275_46c66176,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.49620916774328533,21.498850574375137,0,1736.6092666305353,4,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784820310210991000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch300.pt,e464a8f9f8a024da5ca3f06a13072c950cbb8f1c0a789b4fb0324593071e2128,563172829,8,0.3431725105581508,24.815742943715005,0,0.0,300,0.41500699468857305,0.3431725105581508,screen_student_direct_reliable_seed20260723_epoch300_e464a8f9,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.48684147881899537,22.901306992969424,0,1316.1555536683666,8,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784822128456405000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch325.pt,581ea15318684bb98d060e9125dde9c864fa975e0ba663d99af340249ca83d75,563172829,8,0.3536316038127318,20.759460886701095,0,0.0,325,0.4277563272940339,0.3536316038127318,screen_student_direct_reliable_seed20260723_epoch325_581ea153,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.5018810507753361,20.226036773116185,0,1411.1648423566703,3,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784824022358517000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch350.pt,6e5c3da7c779731abd24a4ccb38052a4d77a594c5f5739332f1b9583196a7191,563172829,8,0.34148990560115416,20.320608754841583,0,0.0,350,0.4235796330997791,0.34148990560115416,screen_student_direct_reliable_seed20260723_epoch350_6e5c3da7,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.505669360598404,21.05658331329822,0,902.0722962073125,10,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784825817099778000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch375.pt,92668083165a42d6a840b94ff909d75a4af51547280ca273877fcc3d6cab78ca,563172829,8,0.34561581755709114,20.95642751488461,0,0.0,375,0.43604237137481294,0.34561581755709114,screen_student_direct_reliable_seed20260723_epoch375_92668083,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.5264689251925347,19.476178450416224,0,1431.7652021236318,7,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784827627524663000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch400.pt,750f4d78e9ccd68625a0ba785b2fc3e07b2f64dd4d8be2722e38fac207375e97,563172829,8,0.3342943925965488,20.824677479208905,0,0.0,400,0.4207888876002893,0.3342943925965488,screen_student_direct_reliable_seed20260723_epoch400_750f4d78,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.5072833826040298,19.332126420487178,0,1029.8666748091284,14,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784829423389630000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch425.pt,33807da6f9653e3681b8da2e6d46fb39eb0993941ea7706ed9b8139123330a76,563172829,8,0.3262796130176616,21.83812042160821,0,0.0,425,0.42437592010292685,0.3262796130176616,screen_student_direct_reliable_seed20260723_epoch425_33807da6,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.5224722271881921,19.064639915165152,0,1049.5855391778116,16,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784831225516674000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch450.pt,bd15be7224e4b8bf313a38104dfce4999c1eea7e9dbad043ceb327fd8422bf97,563172829,8,0.32815957682840835,20.82214673092408,0,0.0,450,0.41705600072086213,0.32815957682840835,screen_student_direct_reliable_seed20260723_epoch450_bd15be72,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.5059524246133159,19.907776399185895,0,1249.170565258545,15,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784833019597811000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch475.pt,84047dcc1d2733a10603073bbdf6507a9723279ce1e8c2b5be9e6c3a44dda932,563172829,8,0.3486049462663152,20.711102343969152,0,0.0,475,0.4328992986139387,0.3486049462663152,screen_student_direct_reliable_seed20260723_epoch475_84047dcc,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.5171936509615622,19.516904585091048,0,1550.0530210266636,6,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784834790465373000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch500.pt,d877aea7b7ddd4a175e7c57817be1725bef316b8a104838deba217278cba31e6,563172829,8,0.34134557134040844,20.691999740282075,0,0.0,500,0.4259556179552595,0.34134557134040844,screen_student_direct_reliable_seed20260723_epoch500_d877aea7,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2,21,0.5105656645701105,18.91615114526331,0,1221.2617484638988,11,SCREENED,student_direct_reliable,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784772864652997000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch25.pt,932564975c2ec233bbe21ab923bdcd71c0f8fa9cdca7c4cf94af343f13199487,563172488,8,0.30229807773189127,26.138684757809546,0,172.15168350144853,25,0.34398018423040033,0.30229807773189127,screen_student_direct_reliable_legacy_seed20260723_epoch025_93256497,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.38566229072890934,26.125173407980398,0,4650.38078956084,14,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784774595665024000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch50.pt,2d9cfeb32068678bf979c953cacc075e92752a7ca0a4d6841a800dd33d4af64e,563172488,8,0.31146200970983723,25.219288828774324,0,63.002374279426334,50,0.3851377978955187,0.31146200970983723,screen_student_direct_reliable_legacy_seed20260723_epoch050_2d9cfeb3,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.45881358608120026,24.41309906272276,0,2577.404793590125,11,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784776436576716000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch75.pt,122db2bc530c330e73d918a1ef8395d536f967dec5ca704a1d7937c5842256f6,563172488,8,0.3030637210874737,24.934500334241424,0,0.0,75,0.37293422361311135,0.3030637210874737,screen_student_direct_reliable_legacy_seed20260723_epoch075_122db2bc,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.44280472613874894,25.115324043813704,0,3913.904518495569,13,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784778146400664000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch100.pt,9cc176bfca3bb88b84505115dc632013ec05f827196fceb0cea734f2e5f451ca,563172829,8,0.33738559242792565,23.65391398927157,0,313.5850835177635,100,0.40920083573457944,0.33738559242792565,screen_student_direct_reliable_legacy_seed20260723_epoch100_9cc176bf,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.48101607904123317,26.400496774268817,0,835.0130649439717,6,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784779797942786000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch125.pt,b716348eb53f2ec15de615bb1a4eed3f6a369e7f7960a5fa5cf9b1ad9eb5d3d1,563172829,8,0.36217920384540475,20.440889719571746,0,0.0,125,0.4214694480510178,0.36217920384540475,screen_student_direct_reliable_legacy_seed20260723_epoch125_b716348e,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.4807596922566309,22.552245478603687,0,2351.743058471773,3,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784781771899572000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch150.pt,928c13164470b623660cdd7c08c3c4cb823ce310d40770555f649f0252e29c42,563172829,8,0.3774075997983787,19.93740137848605,0,0.0,150,0.4256441633657977,0.3774075997983787,screen_student_direct_reliable_legacy_seed20260723_epoch150_928c1316,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.47388072693321676,21.548472244836255,0,1026.1932237234253,1,SCREENED,student_direct_reliable_legacy,20260723,PROMOTED_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784783420503881000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch175.pt,761886e1b6ee57187e9b7a6513bce164a42d35a9048d755943f1a19079bb78c7,563172829,8,0.2893917446016691,21.438384508809943,0,15.679254175888175,175,0.3943229966371152,0.2893917446016691,screen_student_direct_reliable_legacy_seed20260723_epoch175_761886e1,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.49925424867256124,22.104265958689446,0,1976.6809403676207,15,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784785068002507000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch200.pt,ea060f90efb8665855099cc99a03f93c6b7342c4dc9bd65713924a3b4d712f32,563172829,8,0.3437121035776698,21.584758675946546,0,0.0,200,0.414295408725578,0.3437121035776698,screen_student_direct_reliable_legacy_seed20260723_epoch200_ea060f90,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.4848787138734862,21.905412503238306,0,1656.2414880855226,5,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784786701398305000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch225.pt,94793fe93c447f1202ff60abcadb18f63eaa69bbb26cb7029dd18d562c5b7cda,563172829,8,0.37334624598266486,20.534847991942755,0,139.10184134780957,225,0.41382221685366427,0.37334624598266486,screen_student_direct_reliable_legacy_seed20260723_epoch225_94793fe9,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.4542981877246636,27.405569352518867,0,1376.600695447018,2,SCREENED,student_direct_reliable_legacy,20260723,PROMOTED_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784788337154713000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch250.pt,eff5957d340f019825a0d64440cf1cac397edb68def74202848485f928a461a9,563172829,8,0.3315147670516829,21.65492646132209,0,0.0,250,0.3982397145742801,0.3315147670516829,screen_student_direct_reliable_legacy_seed20260723_epoch250_eff5957d,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.4649646620968773,23.809724219149356,0,1409.4888458579192,8,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784789931470575000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch275.pt,04b589460a94f9f177ffe5d33a27ba66fa222f977eff827f73dd5ae327e44a70,563172829,8,0.3519958002428639,19.99259104439794,0,0.0,275,0.4173809995691619,0.3519958002428639,screen_student_direct_reliable_legacy_seed20260723_epoch275_04b58946,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.4827661988954599,21.628281312573428,1,1339.6353045059077,4,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784791547478939000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch300.pt,bc34a4eed812f12548986d23fea79983ef7fa13165a782c76c1f7a9be6f8a83a,563172829,8,0.33003351931886027,21.11933909478143,0,7.973074405567605,300,0.40192428262875257,0.33003351931886027,screen_student_direct_reliable_legacy_seed20260723_epoch300_bc34a4ee,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.4738150459386448,21.881615689377146,1,1407.3253132097116,9,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784793164749855000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch325.pt,f028ecf75c6f28808d0eac1e4a45401199fcfa8672d90505702756e24aa17872,563172829,8,0.3227371686012668,19.09067208889922,0,0.0,325,0.40007260288602836,0.3227371686012668,screen_student_direct_reliable_legacy_seed20260723_epoch325_f028ecf7,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.47740803717078995,23.088501349464575,0,1959.9903672530913,10,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784794801825966000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch350.pt,b39bdd419a9b3b3d81e1bc9124c2eed87251e0ddb5c98848ab2b303501a9e93c,563172829,8,0.3067008341118697,22.821869849844298,0,3.919813543972044,350,0.3882519859082978,0.3067008341118697,screen_student_direct_reliable_legacy_seed20260723_epoch350_b39bdd41,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.46980313770472587,22.656416357020415,0,1145.38764853961,12,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784796571077142000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch375.pt,b37dfb3a588db87e93043b492c762e8b89265ef3c7a73d6d0abe6ff2c61dea48,563172829,8,0.33691172363451416,21.524092251790158,0,27.438694807804307,375,0.40210997785183644,0.33691172363451416,screen_student_direct_reliable_legacy_seed20260723_epoch375_b37dfb3a,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable,21,0.46730823206915867,21.436846949272415,0,1128.9886912318584,7,SCREENED,student_direct_reliable_legacy,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784836839057490000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch25.pt,5789ad44aae83ea3d7d4a2ab0bd102b0a98df8962db3ecbf60a04f12cdc1b04b,563172424,8,0.3645966636258081,21.857303357211205,0,0.0,25,0.43158666072045176,0.3645966636258081,screen_teacher_full_view_seed20260723_epoch025_5789ad44,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view,21,0.4985766578150954,22.32210052991335,0,1475.9403595447377,4,SCREENED,teacher_full_view,20260723,REJECTED_BELOW_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784838425859743000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch50.pt,e92521fccec92d0066f3fa5c076fce16aea3bb02330b940c85321ab4726d1474,563172424,8,0.3730595735254183,20.217964933276182,0,0.0,50,0.4370810071739154,0.3730595735254183,screen_teacher_full_view_seed20260723_epoch050_e92521fc,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view,21,0.5011024408224125,21.727786434075128,0,1270.9739098325242,1,SCREENED,teacher_full_view,20260723,PROMOTED_TOP2_CALIBRATION_ONLY
0,22,1,HASHED_FOR_SCREENING,1784840013119654000,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view/checkpoint_epoch75.pt,06e792334ca60a1b2e43da1875cd7fc2daf2d5ba7e20532768a9dbe416520e67,563172424,8,0.37018910771728214,21.90365949659976,0,0.0,75,0.4343068789203103,0.37018910771728214,screen_teacher_full_view_seed20260723_epoch075_06e79233,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/teacher_full_view,21,0.49842465012333836,20.988867867007542,0,1100.218963879858,2,SCREENED,teacher_full_view,20260723,PROMOTED_TOP2_CALIBRATION_ONLY
