case_count,checkpoint_path,checkpoint_sha256,command,device,epoch,finished_unix,prefix,returncode,screen_variant,seed,slurm_job_id,timestamp_unix
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch275.pt,46c66176ec7f6c67571bf61b0e8ccb8a716a8891d36be8c71d814c764449ea7c,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch275.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch275_46c66176 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch275_46c66176 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,275,1784859719,screen_student_direct_reliable_seed20260723_epoch275_46c66176,0,student_direct_reliable,20260723,60342779,1784859689
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch300.pt,e464a8f9f8a024da5ca3f06a13072c950cbb8f1c0a789b4fb0324593071e2128,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch300.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch300_e464a8f9 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch300_e464a8f9 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,300,1784859749,screen_student_direct_reliable_seed20260723_epoch300_e464a8f9,0,student_direct_reliable,20260723,60342779,1784859719
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch325.pt,581ea15318684bb98d060e9125dde9c864fa975e0ba663d99af340249ca83d75,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch325.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch325_581ea153 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch325_581ea153 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,325,1784859780,screen_student_direct_reliable_seed20260723_epoch325_581ea153,0,student_direct_reliable,20260723,60342779,1784859750
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch350.pt,6e5c3da7c779731abd24a4ccb38052a4d77a594c5f5739332f1b9583196a7191,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch350.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch350_6e5c3da7 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch350_6e5c3da7 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,350,1784859810,screen_student_direct_reliable_seed20260723_epoch350_6e5c3da7,0,student_direct_reliable,20260723,60342779,1784859781
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch375.pt,92668083165a42d6a840b94ff909d75a4af51547280ca273877fcc3d6cab78ca,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch375.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch375_92668083 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch375_92668083 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,375,1784859841,screen_student_direct_reliable_seed20260723_epoch375_92668083,0,student_direct_reliable,20260723,60342779,1784859811
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch400.pt,750f4d78e9ccd68625a0ba785b2fc3e07b2f64dd4d8be2722e38fac207375e97,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch400.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch400_750f4d78 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch400_750f4d78 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,400,1784859871,screen_student_direct_reliable_seed20260723_epoch400_750f4d78,0,student_direct_reliable,20260723,60342779,1784859842
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch425.pt,33807da6f9653e3681b8da2e6d46fb39eb0993941ea7706ed9b8139123330a76,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch425.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch425_33807da6 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch425_33807da6 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,425,1784859902,screen_student_direct_reliable_seed20260723_epoch425_33807da6,0,student_direct_reliable,20260723,60342779,1784859872
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch450.pt,bd15be7224e4b8bf313a38104dfce4999c1eea7e9dbad043ceb327fd8422bf97,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch450.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch450_bd15be72 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch450_bd15be72 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,450,1784859932,screen_student_direct_reliable_seed20260723_epoch450_bd15be72,0,student_direct_reliable,20260723,60342779,1784859903
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch475.pt,84047dcc1d2733a10603073bbdf6507a9723279ce1e8c2b5be9e6c3a44dda932,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch475.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch475_84047dcc --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch475_84047dcc --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,475,1784859963,screen_student_direct_reliable_seed20260723_epoch475_84047dcc,0,student_direct_reliable,20260723,60342779,1784859933
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch500.pt,d877aea7b7ddd4a175e7c57817be1725bef316b8a104838deba217278cba31e6,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable__official_aug_restart2/checkpoint_epoch500.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable/seed20260723/epoch500_d877aea7 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_seed20260723_epoch500_d877aea7 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,500,1784859994,screen_student_direct_reliable_seed20260723_epoch500_d877aea7,0,student_direct_reliable,20260723,60342779,1784859964
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch25.pt,932564975c2ec233bbe21ab923bdcd71c0f8fa9cdca7c4cf94af343f13199487,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable_legacy --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch25.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable_legacy/seed20260723/epoch025_93256497 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_legacy_seed20260723_epoch025_93256497 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,25,1784860028,screen_student_direct_reliable_legacy_seed20260723_epoch025_93256497,0,student_direct_reliable_legacy,20260723,60342779,1784859997
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch50.pt,2d9cfeb32068678bf979c953cacc075e92752a7ca0a4d6841a800dd33d4af64e,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable_legacy --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch50.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable_legacy/seed20260723/epoch050_2d9cfeb3 --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_legacy_seed20260723_epoch050_2d9cfeb3 --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,50,1784860062,screen_student_direct_reliable_legacy_seed20260723_epoch050_2d9cfeb3,0,student_direct_reliable_legacy,20260723,60342779,1784860032
22,results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch75.pt,122db2bc530c330e73d918a1ef8395d536f967dec5ca704a1d7937c5842256f6,"/users/a/e/aereinh/CARE/envs/env_CARE/bin/python /users/a/e/aereinh/CARE/scripts/inference/run_care_mm_batch10_fair_inference.py --variant student_direct_reliable_legacy --seed 20260723 --checkpoint results/20260723_care_myops_batch9_exposed_issues_repair/runtime/seed20260723/student_direct_reliable/checkpoint_epoch75.pt --prediction-dir results/20260724_care_myops_batch10_deadline_rescue/runtime/checkpoint_screening/student_direct_reliable_legacy/seed20260723/epoch075_122db2bc --output-dir results/20260724_care_myops_batch10_deadline_rescue --prefix screen_student_direct_reliable_legacy_seed20260723_epoch075_122db2bc --cases Case1021,Case1029,Case1033,Case1045,Case1047,Case1053,Case1062,Case1073,Case1080,Case2007,Case2020,Case2033,Case3004,Case3011,Case3023,Case3038,Case3040,Case6001,Case7005,Case8015,Case8021,Case8023 --device cuda",cuda,75,1784860096,screen_student_direct_reliable_legacy_seed20260723_epoch075_122db2bc,0,student_direct_reliable_legacy,20260723,60342779,1784860066
