score_contract_id,model_id,model_role,checkpoint_sha256,prediction_sha256,case_set_id,case_count,train_relation,population,pathology,label_semantics,metric,value,ci_if_available,threshold,decode,source_path,evidence_grade,allowed_comparison_group,forbidden_comparison_group
MOSAIC_M2_FULL_DATA_TRAIN_ON_CASE_PROBE_SCAR,MoSAIC_M2_full_data_probe,full-data train-on-case mechanism probe; not fair validation,a68b6db2eb795d3ff557e7e6302bb293a3de27c84f982edb31bdabbb554b3d20,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,scar,official scar; internal label 5,Mean Dice from v4 MoSAIC recipe decomposition summary,0.8289327245659512,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M2_FULL_DATA_TRAIN_ON_CASE_PROBE_PURE_EDEMA,MoSAIC_M2_full_data_probe,full-data train-on-case mechanism probe; not fair validation,a68b6db2eb795d3ff557e7e6302bb293a3de27c84f982edb31bdabbb554b3d20,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,official pure edema,official pure edema; internal label 4,Mean Dice from v4 MoSAIC recipe decomposition summary,0.04753594658493441,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M3_FULL_DATA_TRAIN_ON_CASE_PROBE_SCAR,MoSAIC_M3_full_data_probe,full-data train-on-case mechanism probe; not fair validation,751eafb09f69cd1bff8a309090edb6b476e9b6eafc8bb406eadb1d334751729d,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,scar,official scar; internal label 5,Mean Dice from v4 MoSAIC recipe decomposition summary,0.0125,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M3_FULL_DATA_TRAIN_ON_CASE_PROBE_PURE_EDEMA,MoSAIC_M3_full_data_probe,full-data train-on-case mechanism probe; not fair validation,751eafb09f69cd1bff8a309090edb6b476e9b6eafc8bb406eadb1d334751729d,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,official pure edema,official pure edema; internal label 4,Mean Dice from v4 MoSAIC recipe decomposition summary,0.0,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M4_FULL_DATA_TRAIN_ON_CASE_PROBE_SCAR,MoSAIC_M4_full_data_probe,full-data train-on-case mechanism probe; not fair validation,0cee101a3ac6b3a44a3001f7b457e4ec7707559ac71a76c4f7e8afbe5d1ceb15,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,scar,official scar; internal label 5,Mean Dice from v4 MoSAIC recipe decomposition summary,0.8237375524032995,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M4_FULL_DATA_TRAIN_ON_CASE_PROBE_PURE_EDEMA,MoSAIC_M4_full_data_probe,full-data train-on-case mechanism probe; not fair validation,0cee101a3ac6b3a44a3001f7b457e4ec7707559ac71a76c4f7e8afbe5d1ceb15,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,official pure edema,official pure edema; internal label 4,Mean Dice from v4 MoSAIC recipe decomposition summary,0.13445533091041625,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M5_FULL_DATA_TRAIN_ON_CASE_PROBE_SCAR,MoSAIC_M5_full_data_probe,full-data train-on-case mechanism probe; not fair validation,3dd5f3165d237354c639a118797ee5f9398b435b5e26e509ce660e3794f84cc4,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,scar,official scar; internal label 5,Mean Dice from v4 MoSAIC recipe decomposition summary,0.0125,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M5_FULL_DATA_TRAIN_ON_CASE_PROBE_PURE_EDEMA,MoSAIC_M5_full_data_probe,full-data train-on-case mechanism probe; not fair validation,3dd5f3165d237354c639a118797ee5f9398b435b5e26e509ce660e3794f84cc4,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,official pure edema,official pure edema; internal label 4,Mean Dice from v4 MoSAIC recipe decomposition summary,0.37518306841317667,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M6_FULL_DATA_TRAIN_ON_CASE_PROBE_SCAR,MoSAIC_M6_full_data_probe,full-data train-on-case mechanism probe; not fair validation,710fbfeb38696cd182acccfb49794e41aabfa6c83d9e1bcbac489c2d536ee7d1,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,scar,official scar; internal label 5,Mean Dice from v4 MoSAIC recipe decomposition summary,0.8109545908537962,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M6_FULL_DATA_TRAIN_ON_CASE_PROBE_PURE_EDEMA,MoSAIC_M6_full_data_probe,full-data train-on-case mechanism probe; not fair validation,710fbfeb38696cd182acccfb49794e41aabfa6c83d9e1bcbac489c2d536ee7d1,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,official pure edema,official pure edema; internal label 4,Mean Dice from v4 MoSAIC recipe decomposition summary,0.4060732959348722,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M7_FULL_DATA_TRAIN_ON_CASE_PROBE_SCAR,MoSAIC_M7_full_data_probe,full-data train-on-case mechanism probe; not fair validation,9315b95a1d9d6f8325774be370076352cb12ceaa2030f9da1c9a534cf4fb196c,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,scar,official scar; internal label 5,Mean Dice from v4 MoSAIC recipe decomposition summary,0.8289327245659512,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M7_FULL_DATA_TRAIN_ON_CASE_PROBE_PURE_EDEMA,MoSAIC_M7_full_data_probe,full-data train-on-case mechanism probe; not fair validation,9315b95a1d9d6f8325774be370076352cb12ceaa2030f9da1c9a534cf4fb196c,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,official pure edema,official pure edema; internal label 4,Mean Dice from v4 MoSAIC recipe decomposition summary,0.4422290277457776,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M8_FULL_DATA_TRAIN_ON_CASE_PROBE_SCAR,MoSAIC_M8_full_data_probe,full-data train-on-case mechanism probe; not fair validation,5333587e14151c0c4890035577523c16481a6adbf4f6cbbea3cd9f8529a95e65,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,scar,official scar; internal label 5,Mean Dice from v4 MoSAIC recipe decomposition summary,0.8288507449913045,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M8_FULL_DATA_TRAIN_ON_CASE_PROBE_PURE_EDEMA,MoSAIC_M8_full_data_probe,full-data train-on-case mechanism probe; not fair validation,5333587e14151c0c4890035577523c16481a6adbf4f6cbbea3cd9f8529a95e65,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,official pure edema,official pure edema; internal label 4,Mean Dice from v4 MoSAIC recipe decomposition summary,0.41213109904604595,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M9_FULL_DATA_TRAIN_ON_CASE_PROBE_SCAR,MoSAIC_M9_full_data_probe,full-data train-on-case mechanism probe; not fair validation,82aee25fde40c74d741594a203319827ec8b63e6f66e20d3d275d3ea8ec75d11,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,scar,official scar; internal label 5,Mean Dice from v4 MoSAIC recipe decomposition summary,0.8194628377264526,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M9_FULL_DATA_TRAIN_ON_CASE_PROBE_PURE_EDEMA,MoSAIC_M9_full_data_probe,full-data train-on-case mechanism probe; not fair validation,82aee25fde40c74d741594a203319827ec8b63e6f66e20d3d275d3ea8ec75d11,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,official pure edema,official pure edema; internal label 4,Mean Dice from v4 MoSAIC recipe decomposition summary,0.41256355976904746,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M10_FULL_DATA_TRAIN_ON_CASE_PROBE_SCAR,MoSAIC_M10_full_data_probe,full-data train-on-case mechanism probe; not fair validation,4c2b03e2519bae0342ef6162413ace91c9ce9a9f338e223442b0c285b57a14f5,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,scar,official scar; internal label 5,Mean Dice from v4 MoSAIC recipe decomposition summary,0.8141306643368942,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
MOSAIC_M10_FULL_DATA_TRAIN_ON_CASE_PROBE_PURE_EDEMA,MoSAIC_M10_full_data_probe,full-data train-on-case mechanism probe; not fair validation,4c2b03e2519bae0342ef6162413ace91c9ce9a9f338e223442b0c285b57a14f5,82e2a7e80c7c2930e2d8621312226e6d1be4f908ab05c1b5319fe2c63c759f17,mosaic_full_recipe_t2_present_80,80,train-on-case full-data recipe/probe; evaluated cases are in recipe population,full-data train-on-case 80 T2-present probe cases; mechanism diagnostic only,official pure edema,official pure edema; internal label 4,Mean Dice from v4 MoSAIC recipe decomposition summary,0.4300429071941597,,MoSAIC fixed recipe from source receipt,MoSAIC fixed recipe from source receipt,/users/a/e/aereinh/CARE/results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_summary.csv,SOURCE_BOUND_MECHANISM_PROBE_NOT_FAIR_VALIDATION,mechanism probe only,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
PRISM_W3_OUTER_ONCE_SCAR,PRISM_W3_fold0_checkpoint_step03000,fold0 one-time outer diagnostic after inner selection,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,a748f66430a0c8240db857a70dd2798ed8c3e0a473ef025aa6a5760e971e183c,fold0_outer_once_44,44,checkpoint selected on 35 inner-select cases; then evaluated once on 44 outer cases,fold0 outer once 44 cases; not reusable for selection and not hosted validation,scar,official scar; internal label 5,Mean Dice from fold0 W3 outer case_metrics.csv,0.419644177598268,,fixed per source,fixed per source,results/20260729_care_prism_v2_backbone_repair_and_resume/evaluation/fold0_w3_outer_once_formal_v2/case_metrics.csv,SOURCE_BOUND_OUTER_ONCE,fold0 outer once diagnostic comparison group,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
PRISM_W3_OUTER_ONCE_INTERNAL_EDEMA_ZONE,PRISM_W3_fold0_checkpoint_step03000,fold0 one-time outer diagnostic after inner selection,33ce3dc6fa72b5bda9eca7489d01ec2ae12acf90edbba46eda3456ef5e5504e6,6a890c4a4cdc84c73151e49b7c14350d9abba99eac4aea55f3e49634ace9a2e7,fold0_outer_once_44,44,checkpoint selected on 35 inner-select cases; then evaluated once on 44 outer cases,fold0 outer once 44 cases; not reusable for selection and not hosted validation,internal edema-zone,internal edema-zone; labels 4 or 5,Mean Dice from fold0 W3 outer case_metrics.csv,0.247154384798841,,fixed per source,fixed per source,results/20260729_care_prism_v2_backbone_repair_and_resume/evaluation/fold0_w3_outer_once_formal_v2/case_metrics.csv,SOURCE_BOUND_OUTER_ONCE,fold0 outer once diagnostic comparison group,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
NNUNET_FOLD0_OUTER_COMPARATOR_SCAR,same_fold_nnUNet_outer_comparator,same-fold nnU-Net comparator for PRISM W3 outer once,807f6197ae1baac1131353b9ef2dcc9bd7291b3dd2753df1db897e98d9331718,bf5fcfffac33513f0c3ad4da52889b12ea7c795ea9b12e19876fd2efbe9c40a8,fold0_outer_once_44,44,same held-out outer cases used only as comparator in W3 report,fold0 outer once 44 cases; same cases as PRISM outer once,scar,official scar; internal label 5,Mean nnunet_dice column from fold0 W3 outer case_metrics.csv,0.534091153005157,,fixed per source,fixed per source,results/20260729_care_prism_v2_backbone_repair_and_resume/evaluation/fold0_w3_outer_once_formal_v2/case_metrics.csv,SOURCE_BOUND_OUTER_ONCE_COMPARATOR,fold0 outer once diagnostic comparison group,D0 inner-select GT Dice vs clean OOF 220-case Dice; MoSAIC M2-M10 full-data train-on-case probe vs hosted validation; PRISM fold0 outer once vs future fold1 or validation selection; internal edema-zone vs official pure edema leaderboard; D0/D1/D2/D3 inner-select diagnostics vs hosted validation leaderboard; MoSAIC M2-M10 full-data train-on-case probe vs clean OOF held-out Dice; hosted hidden validation rows vs local clean OOF rows as if same denominator; official pure edema label 4 vs internal edema-zone labels 4 or 5
