pathology,threshold,accepted,rejected,signed_net_utility,positive_accepted_utility,negative_accepted_utility,harmful_accepted_candidate_count,utility_regression_min,selection_uses_accept_logit_and_signed_regression_gate,eligible,checkpoint_step
edema_zone,0.7,0,1765,0.0,0.0,0.0,0,0.9,True,False,500
edema_zone,0.3,0,1765,0.0,0.0,0.0,0,0.95,True,False,500
edema_zone,0.4,0,1765,0.0,0.0,0.0,0,0.95,True,False,500
edema_zone,0.5,0,1765,0.0,0.0,0.0,0,0.95,True,False,500
edema_zone,0.6,0,1765,0.0,0.0,0.0,0,0.95,True,False,500
edema_zone,0.7,0,1765,0.0,0.0,0.0,0,0.95,True,False,500
edema_zone,0.3,0,1765,0.0,0.0,0.0,0,0.99,True,False,500
edema_zone,0.4,0,1765,0.0,0.0,0.0,0,0.99,True,False,500
edema_zone,0.5,0,1765,0.0,0.0,0.0,0,0.99,True,False,500
edema_zone,0.6,0,1765,0.0,0.0,0.0,0,0.99,True,False,500
edema_zone,0.7,0,1765,0.0,0.0,0.0,0,0.99,True,False,500
scar,0.3,0,635,0.0,0.0,0.0,0,0.5,True,False,1000
scar,0.4,0,635,0.0,0.0,0.0,0,0.5,True,False,1000
scar,0.5,0,635,0.0,0.0,0.0,0,0.5,True,False,1000
scar,0.6,0,635,0.0,0.0,0.0,0,0.5,True,False,1000
scar,0.7,0,635,0.0,0.0,0.0,0,0.5,True,False,1000
scar,0.3,0,635,0.0,0.0,0.0,0,0.75,True,False,1000
scar,0.4,0,635,0.0,0.0,0.0,0,0.75,True,False,1000
scar,0.5,0,635,0.0,0.0,0.0,0,0.75,True,False,1000
scar,0.6,0,635,0.0,0.0,0.0,0,0.75,True,False,1000
scar,0.7,0,635,0.0,0.0,0.0,0,0.75,True,False,1000
scar,0.3,0,635,0.0,0.0,0.0,0,0.9,True,False,1000
scar,0.4,0,635,0.0,0.0,0.0,0,0.9,True,False,1000
scar,0.5,0,635,0.0,0.0,0.0,0,0.9,True,False,1000
scar,0.6,0,635,0.0,0.0,0.0,0,0.9,True,False,1000
scar,0.7,0,635,0.0,0.0,0.0,0,0.9,True,False,1000
scar,0.3,0,635,0.0,0.0,0.0,0,0.95,True,False,1000
scar,0.4,0,635,0.0,0.0,0.0,0,0.95,True,False,1000
scar,0.5,0,635,0.0,0.0,0.0,0,0.95,True,False,1000
scar,0.6,0,635,0.0,0.0,0.0,0,0.95,True,False,1000
scar,0.7,0,635,0.0,0.0,0.0,0,0.95,True,False,1000
scar,0.3,0,635,0.0,0.0,0.0,0,0.99,True,False,1000
scar,0.4,0,635,0.0,0.0,0.0,0,0.99,True,False,1000
scar,0.5,0,635,0.0,0.0,0.0,0,0.99,True,False,1000
scar,0.6,0,635,0.0,0.0,0.0,0,0.99,True,False,1000
scar,0.7,0,635,0.0,0.0,0.0,0,0.99,True,False,1000
edema_zone,0.3,719,397,296.57317286649834,389.85775603937657,-93.28458317287821,196,0.5,True,True,1000
edema_zone,0.4,719,397,296.57317286649834,389.85775603937657,-93.28458317287821,196,0.5,True,True,1000
edema_zone,0.5,719,397,296.57317286649834,389.85775603937657,-93.28458317287821,196,0.5,True,True,1000
edema_zone,0.6,719,397,296.57317286649834,389.85775603937657,-93.28458317287821,196,0.5,True,True,1000
edema_zone,0.7,700,416,291.71100314002865,381.82231234130927,-90.11130920128068,189,0.5,True,True,1000
edema_zone,0.3,334,782,135.9277724962343,183.78732333625408,-47.85955084001979,94,0.75,True,True,1000
edema_zone,0.4,334,782,135.9277724962343,183.78732333625408,-47.85955084001979,94,0.75,True,True,1000
edema_zone,0.5,334,782,135.9277724962343,183.78732333625408,-47.85955084001979,94,0.75,True,True,1000
edema_zone,0.6,334,782,135.9277724962343,183.78732333625408,-47.85955084001979,94,0.75,True,True,1000
edema_zone,0.7,331,785,135.26085506407296,183.04571078214153,-47.78485571806857,93,0.75,True,True,1000
edema_zone,0.3,33,1083,12.314912744561969,20.092906495872974,-7.7779937513110085,10,0.9,True,True,1000
edema_zone,0.4,33,1083,12.314912744561969,20.092906495872974,-7.7779937513110085,10,0.9,True,True,1000
edema_zone,0.5,33,1083,12.314912744561969,20.092906495872974,-7.7779937513110085,10,0.9,True,True,1000
edema_zone,0.6,33,1083,12.314912744561969,20.092906495872974,-7.7779937513110085,10,0.9,True,True,1000
edema_zone,0.7,33,1083,12.314912744561969,20.092906495872974,-7.7779937513110085,10,0.9,True,True,1000
edema_zone,0.3,11,1105,4.154200962142355,6.81754745470233,-2.6633464925599757,3,0.95,True,True,1000
edema_zone,0.4,11,1105,4.154200962142355,6.81754745470233,-2.6633464925599757,3,0.95,True,True,1000
edema_zone,0.5,11,1105,4.154200962142355,6.81754745470233,-2.6633464925599757,3,0.95,True,True,1000
edema_zone,0.6,11,1105,4.154200962142355,6.81754745470233,-2.6633464925599757,3,0.95,True,True,1000
edema_zone,0.7,11,1105,4.154200962142355,6.81754745470233,-2.6633464925599757,3,0.95,True,True,1000
edema_zone,0.3,4,1112,4.0,4.0,0.0,0,0.99,True,True,1000
edema_zone,0.4,4,1112,4.0,4.0,0.0,0,0.99,True,True,1000
edema_zone,0.5,4,1112,4.0,4.0,0.0,0,0.99,True,True,1000
edema_zone,0.6,4,1112,4.0,4.0,0.0,0,0.99,True,True,1000
edema_zone,0.7,4,1112,4.0,4.0,0.0,0,0.99,True,True,1000
scar,0.3,141,410,45.02192357504033,72.23398134178785,-27.212057766747524,43,0.5,True,True,1500
scar,0.4,141,410,45.02192357504033,72.23398134178785,-27.212057766747524,43,0.5,True,True,1500
scar,0.5,141,410,45.02192357504033,72.23398134178785,-27.212057766747524,43,0.5,True,True,1500
scar,0.6,132,419,45.73221685558086,70.50997127135837,-24.77775441577751,38,0.5,True,True,1500
scar,0.7,79,472,34.27842695685739,45.60494338901963,-11.326516432162247,16,0.5,True,True,1500
scar,0.3,0,551,0.0,0.0,0.0,0,0.75,True,False,1500
scar,0.4,0,551,0.0,0.0,0.0,0,0.75,True,False,1500
scar,0.5,0,551,0.0,0.0,0.0,0,0.75,True,False,1500
scar,0.6,0,551,0.0,0.0,0.0,0,0.75,True,False,1500
scar,0.7,0,551,0.0,0.0,0.0,0,0.75,True,False,1500
scar,0.3,0,551,0.0,0.0,0.0,0,0.9,True,False,1500
scar,0.4,0,551,0.0,0.0,0.0,0,0.9,True,False,1500
scar,0.5,0,551,0.0,0.0,0.0,0,0.9,True,False,1500
scar,0.6,0,551,0.0,0.0,0.0,0,0.9,True,False,1500
scar,0.7,0,551,0.0,0.0,0.0,0,0.9,True,False,1500
scar,0.3,0,551,0.0,0.0,0.0,0,0.95,True,False,1500
scar,0.4,0,551,0.0,0.0,0.0,0,0.95,True,False,1500
scar,0.5,0,551,0.0,0.0,0.0,0,0.95,True,False,1500
scar,0.6,0,551,0.0,0.0,0.0,0,0.95,True,False,1500
scar,0.7,0,551,0.0,0.0,0.0,0,0.95,True,False,1500
scar,0.3,0,551,0.0,0.0,0.0,0,0.99,True,False,1500
scar,0.4,0,551,0.0,0.0,0.0,0,0.99,True,False,1500
scar,0.5,0,551,0.0,0.0,0.0,0,0.99,True,False,1500
scar,0.6,0,551,0.0,0.0,0.0,0,0.99,True,False,1500
scar,0.7,0,551,0.0,0.0,0.0,0,0.99,True,False,1500
edema_zone,0.3,737,123,282.4562116741523,387.6018473479641,-105.14563567381175,205,0.5,True,True,1500
edema_zone,0.4,737,123,282.4562116741523,387.6018473479641,-105.14563567381175,205,0.5,True,True,1500
edema_zone,0.5,737,123,282.4562116741523,387.6018473479641,-105.14563567381175,205,0.5,True,True,1500
edema_zone,0.6,737,123,282.4562116741523,387.6018473479641,-105.14563567381175,205,0.5,True,True,1500
edema_zone,0.7,737,123,282.4562116741523,387.6018473479641,-105.14563567381175,205,0.5,True,True,1500
edema_zone,0.3,457,403,197.7931803807312,261.49495139082546,-63.70177101009426,121,0.75,True,True,1500
edema_zone,0.4,457,403,197.7931803807312,261.49495139082546,-63.70177101009426,121,0.75,True,True,1500
edema_zone,0.5,457,403,197.7931803807312,261.49495139082546,-63.70177101009426,121,0.75,True,True,1500
edema_zone,0.6,457,403,197.7931803807312,261.49495139082546,-63.70177101009426,121,0.75,True,True,1500
edema_zone,0.7,457,403,197.7931803807312,261.49495139082546,-63.70177101009426,121,0.75,True,True,1500
edema_zone,0.3,141,719,44.22641354828643,72.92759794143842,-28.701184393151976,47,0.9,True,True,1500
edema_zone,0.4,141,719,44.22641354828643,72.92759794143842,-28.701184393151976,47,0.9,True,True,1500
edema_zone,0.5,141,719,44.22641354828643,72.92759794143842,-28.701184393151976,47,0.9,True,True,1500
edema_zone,0.6,141,719,44.22641354828643,72.92759794143842,-28.701184393151976,47,0.9,True,True,1500
edema_zone,0.7,141,719,44.22641354828643,72.92759794143842,-28.701184393151976,47,0.9,True,True,1500
edema_zone,0.3,32,828,2.6033265408938804,13.323386830167653,-10.720060289273771,13,0.95,True,True,1500
edema_zone,0.4,32,828,2.6033265408938804,13.323386830167653,-10.720060289273771,13,0.95,True,True,1500
edema_zone,0.5,32,828,2.6033265408938804,13.323386830167653,-10.720060289273771,13,0.95,True,True,1500
edema_zone,0.6,32,828,2.6033265408938804,13.323386830167653,-10.720060289273771,13,0.95,True,True,1500
edema_zone,0.7,32,828,2.6033265408938804,13.323386830167653,-10.720060289273771,13,0.95,True,True,1500
edema_zone,0.3,10,850,2.2939933815607203,5.259817351598174,-2.965823970037453,4,0.99,True,True,1500
edema_zone,0.4,10,850,2.2939933815607203,5.259817351598174,-2.965823970037453,4,0.99,True,True,1500
edema_zone,0.5,10,850,2.2939933815607203,5.259817351598174,-2.965823970037453,4,0.99,True,True,1500
edema_zone,0.6,10,850,2.2939933815607203,5.259817351598174,-2.965823970037453,4,0.99,True,True,1500
edema_zone,0.7,10,850,2.2939933815607203,5.259817351598174,-2.965823970037453,4,0.99,True,True,1500
scar,0.3,330,196,109.38200537974791,174.96747879613721,-65.58547341638932,110,0.5,True,True,2000
scar,0.4,330,196,109.38200537974791,174.96747879613721,-65.58547341638932,110,0.5,True,True,2000
scar,0.5,330,196,109.38200537974791,174.96747879613721,-65.58547341638932,110,0.5,True,True,2000
scar,0.6,329,197,110.3820053797479,174.96747879613721,-64.5854734163893,109,0.5,True,True,2000
scar,0.7,298,228,121.32576218453696,171.11073009557336,-49.78496791103639,86,0.5,True,True,2000
scar,0.3,10,516,7.102209302325582,8.102209302325582,-1.0,1,0.75,True,True,2000
scar,0.4,10,516,7.102209302325582,8.102209302325582,-1.0,1,0.75,True,True,2000
scar,0.5,10,516,7.102209302325582,8.102209302325582,-1.0,1,0.75,True,True,2000
scar,0.6,10,516,7.102209302325582,8.102209302325582,-1.0,1,0.75,True,True,2000
scar,0.7,10,516,7.102209302325582,8.102209302325582,-1.0,1,0.75,True,True,2000
scar,0.3,0,526,0.0,0.0,0.0,0,0.9,True,False,2000
scar,0.4,0,526,0.0,0.0,0.0,0,0.9,True,False,2000
scar,0.5,0,526,0.0,0.0,0.0,0,0.9,True,False,2000
scar,0.6,0,526,0.0,0.0,0.0,0,0.9,True,False,2000
scar,0.7,0,526,0.0,0.0,0.0,0,0.9,True,False,2000
scar,0.3,0,526,0.0,0.0,0.0,0,0.95,True,False,2000
scar,0.4,0,526,0.0,0.0,0.0,0,0.95,True,False,2000
scar,0.5,0,526,0.0,0.0,0.0,0,0.95,True,False,2000
scar,0.6,0,526,0.0,0.0,0.0,0,0.95,True,False,2000
scar,0.7,0,526,0.0,0.0,0.0,0,0.95,True,False,2000
scar,0.3,0,526,0.0,0.0,0.0,0,0.99,True,False,2000
scar,0.4,0,526,0.0,0.0,0.0,0,0.99,True,False,2000
scar,0.5,0,526,0.0,0.0,0.0,0,0.99,True,False,2000
scar,0.6,0,526,0.0,0.0,0.0,0,0.99,True,False,2000
scar,0.7,0,526,0.0,0.0,0.0,0,0.99,True,False,2000
edema_zone,0.3,665,170,304.91471304499964,386.9926151592922,-82.07790211429253,158,0.5,True,True,2000
edema_zone,0.4,665,170,304.91471304499964,386.9926151592922,-82.07790211429253,158,0.5,True,True,2000
edema_zone,0.5,665,170,304.91471304499964,386.9926151592922,-82.07790211429253,158,0.5,True,True,2000
edema_zone,0.6,665,170,304.91471304499964,386.9926151592922,-82.07790211429253,158,0.5,True,True,2000
edema_zone,0.7,665,170,304.91471304499964,386.9926151592922,-82.07790211429253,158,0.5,True,True,2000
edema_zone,0.3,404,431,175.18991268224426,230.06578269370024,-54.87587001145599,101,0.75,True,True,2000
edema_zone,0.4,404,431,175.18991268224426,230.06578269370024,-54.87587001145599,101,0.75,True,True,2000
edema_zone,0.5,404,431,175.18991268224426,230.06578269370024,-54.87587001145599,101,0.75,True,True,2000
edema_zone,0.6,404,431,175.18991268224426,230.06578269370024,-54.87587001145599,101,0.75,True,True,2000
edema_zone,0.7,404,431,175.18991268224426,230.06578269370024,-54.87587001145599,101,0.75,True,True,2000
edema_zone,0.3,107,728,20.14382907124003,50.57658097118622,-30.432751899946183,44,0.9,True,True,2000
edema_zone,0.4,107,728,20.14382907124003,50.57658097118622,-30.432751899946183,44,0.9,True,True,2000
edema_zone,0.5,107,728,20.14382907124003,50.57658097118622,-30.432751899946183,44,0.9,True,True,2000
edema_zone,0.6,107,728,20.14382907124003,50.57658097118622,-30.432751899946183,44,0.9,True,True,2000
edema_zone,0.7,107,728,20.14382907124003,50.57658097118622,-30.432751899946183,44,0.9,True,True,2000
edema_zone,0.3,22,813,0.09489436961327069,9.59313165554203,-9.498237285928758,11,0.95,True,True,2000
edema_zone,0.4,22,813,0.09489436961327069,9.59313165554203,-9.498237285928758,11,0.95,True,True,2000
edema_zone,0.5,22,813,0.09489436961327069,9.59313165554203,-9.498237285928758,11,0.95,True,True,2000
edema_zone,0.6,22,813,0.09489436961327069,9.59313165554203,-9.498237285928758,11,0.95,True,True,2000
edema_zone,0.7,22,813,0.09489436961327069,9.59313165554203,-9.498237285928758,11,0.95,True,True,2000
edema_zone,0.3,3,832,2.1819512195121953,2.1819512195121953,0.0,0,0.99,True,True,2000
edema_zone,0.4,3,832,2.1819512195121953,2.1819512195121953,0.0,0,0.99,True,True,2000
edema_zone,0.5,3,832,2.1819512195121953,2.1819512195121953,0.0,0,0.99,True,True,2000
edema_zone,0.6,3,832,2.1819512195121953,2.1819512195121953,0.0,0,0.99,True,True,2000
edema_zone,0.7,3,832,2.1819512195121953,2.1819512195121953,0.0,0,0.99,True,True,2000
scar,0.3,402,169,111.7375201660366,196.95562035425607,-85.21810018821945,138,0.5,True,True,2500
scar,0.4,402,169,111.7375201660366,196.95562035425607,-85.21810018821945,138,0.5,True,True,2500
scar,0.5,400,171,113.7375201660366,196.95562035425607,-83.21810018821945,136,0.5,True,True,2500
scar,0.6,399,172,114.70929435958499,196.95562035425604,-82.24632599467107,135,0.5,True,True,2500
scar,0.7,374,197,125.85439159970468,194.9467794520476,-69.0923878523429,117,0.5,True,True,2500
scar,0.3,30,541,5.708642933052555,14.848010749144509,-9.139367816091955,11,0.75,True,True,2500
scar,0.4,30,541,5.708642933052555,14.848010749144509,-9.139367816091955,11,0.75,True,True,2500
scar,0.5,30,541,5.708642933052555,14.848010749144509,-9.139367816091955,11,0.75,True,True,2500
scar,0.6,30,541,5.708642933052555,14.848010749144509,-9.139367816091955,11,0.75,True,True,2500
scar,0.7,29,542,6.708642933052555,14.848010749144509,-8.139367816091955,10,0.75,True,True,2500
scar,0.3,0,571,0.0,0.0,0.0,0,0.9,True,False,2500
scar,0.4,0,571,0.0,0.0,0.0,0,0.9,True,False,2500
scar,0.5,0,571,0.0,0.0,0.0,0,0.9,True,False,2500
scar,0.6,0,571,0.0,0.0,0.0,0,0.9,True,False,2500
scar,0.7,0,571,0.0,0.0,0.0,0,0.9,True,False,2500
scar,0.3,0,571,0.0,0.0,0.0,0,0.95,True,False,2500
scar,0.4,0,571,0.0,0.0,0.0,0,0.95,True,False,2500
scar,0.5,0,571,0.0,0.0,0.0,0,0.95,True,False,2500
scar,0.6,0,571,0.0,0.0,0.0,0,0.95,True,False,2500
scar,0.7,0,571,0.0,0.0,0.0,0,0.95,True,False,2500
scar,0.3,0,571,0.0,0.0,0.0,0,0.99,True,False,2500
scar,0.4,0,571,0.0,0.0,0.0,0,0.99,True,False,2500
scar,0.5,0,571,0.0,0.0,0.0,0,0.99,True,False,2500
scar,0.6,0,571,0.0,0.0,0.0,0,0.99,True,False,2500
scar,0.7,0,571,0.0,0.0,0.0,0,0.99,True,False,2500
edema_zone,0.3,653,104,277.0821181101478,371.35467139296804,-94.2725532828203,178,0.5,True,True,2500
edema_zone,0.4,653,104,277.0821181101478,371.35467139296804,-94.2725532828203,178,0.5,True,True,2500
edema_zone,0.5,653,104,277.0821181101478,371.35467139296804,-94.2725532828203,178,0.5,True,True,2500
edema_zone,0.6,653,104,277.0821181101478,371.35467139296804,-94.2725532828203,178,0.5,True,True,2500
edema_zone,0.7,653,104,277.0821181101478,371.35467139296804,-94.2725532828203,178,0.5,True,True,2500
edema_zone,0.3,389,368,152.3254361835722,219.56152099135528,-67.23608480778304,117,0.75,True,True,2500
edema_zone,0.4,389,368,152.3254361835722,219.56152099135528,-67.23608480778304,117,0.75,True,True,2500
edema_zone,0.5,389,368,152.3254361835722,219.56152099135528,-67.23608480778304,117,0.75,True,True,2500
edema_zone,0.6,389,368,152.3254361835722,219.56152099135528,-67.23608480778304,117,0.75,True,True,2500
edema_zone,0.7,389,368,152.3254361835722,219.56152099135528,-67.23608480778304,117,0.75,True,True,2500
edema_zone,0.3,118,639,29.612409988182645,59.33351922553223,-29.721109237349587,45,0.9,True,True,2500
edema_zone,0.4,118,639,29.612409988182645,59.33351922553223,-29.721109237349587,45,0.9,True,True,2500
edema_zone,0.5,118,639,29.612409988182645,59.33351922553223,-29.721109237349587,45,0.9,True,True,2500
edema_zone,0.6,118,639,29.612409988182645,59.33351922553223,-29.721109237349587,45,0.9,True,True,2500
edema_zone,0.7,118,639,29.612409988182645,59.33351922553223,-29.721109237349587,45,0.9,True,True,2500
edema_zone,0.3,29,728,6.083101239039729,15.653844393592678,-9.570743154552947,10,0.95,True,True,2500
edema_zone,0.4,29,728,6.083101239039729,15.653844393592678,-9.570743154552947,10,0.95,True,True,2500
edema_zone,0.5,29,728,6.083101239039729,15.653844393592678,-9.570743154552947,10,0.95,True,True,2500
edema_zone,0.6,29,728,6.083101239039729,15.653844393592678,-9.570743154552947,10,0.95,True,True,2500
edema_zone,0.7,29,728,6.083101239039729,15.653844393592678,-9.570743154552947,10,0.95,True,True,2500
edema_zone,0.3,5,752,1.395433316035288,3.0,-1.6045666839647121,2,0.99,True,True,2500
edema_zone,0.4,5,752,1.395433316035288,3.0,-1.6045666839647121,2,0.99,True,True,2500
edema_zone,0.5,5,752,1.395433316035288,3.0,-1.6045666839647121,2,0.99,True,True,2500
edema_zone,0.6,5,752,1.395433316035288,3.0,-1.6045666839647121,2,0.99,True,True,2500
edema_zone,0.7,5,752,1.395433316035288,3.0,-1.6045666839647121,2,0.99,True,True,2500
scar,0.3,399,92,117.32225166036068,198.86552542587955,-81.5432737655189,139,0.5,True,True,3000
scar,0.4,398,93,118.32225166036068,198.86552542587955,-80.5432737655189,138,0.5,True,True,3000
scar,0.5,396,95,120.32225166036069,198.86552542587955,-78.5432737655189,136,0.5,True,True,3000
scar,0.6,390,101,122.84052135125954,198.04904775629578,-75.20852640503624,132,0.5,True,True,3000
scar,0.7,363,128,132.22486303413288,194.12485298676057,-61.899989952627706,113,0.5,True,True,3000
scar,0.3,60,431,11.916882592150428,29.3355908359614,-17.418708243810972,24,0.75,True,True,3000
scar,0.4,60,431,11.916882592150428,29.3355908359614,-17.418708243810972,24,0.75,True,True,3000
scar,0.5,60,431,11.916882592150428,29.3355908359614,-17.418708243810972,24,0.75,True,True,3000
scar,0.6,59,432,12.823745337248466,29.3355908359614,-16.511845498712933,23,0.75,True,True,3000
scar,0.7,59,432,12.823745337248466,29.3355908359614,-16.511845498712933,23,0.75,True,True,3000
scar,0.3,1,490,0.2,0.2,0.0,0,0.9,True,True,3000
scar,0.4,1,490,0.2,0.2,0.0,0,0.9,True,True,3000
scar,0.5,1,490,0.2,0.2,0.0,0,0.9,True,True,3000
scar,0.6,1,490,0.2,0.2,0.0,0,0.9,True,True,3000
scar,0.7,1,490,0.2,0.2,0.0,0,0.9,True,True,3000
scar,0.3,0,491,0.0,0.0,0.0,0,0.95,True,False,3000
scar,0.4,0,491,0.0,0.0,0.0,0,0.95,True,False,3000
scar,0.5,0,491,0.0,0.0,0.0,0,0.95,True,False,3000
scar,0.6,0,491,0.0,0.0,0.0,0,0.95,True,False,3000
scar,0.7,0,491,0.0,0.0,0.0,0,0.95,True,False,3000
scar,0.3,0,491,0.0,0.0,0.0,0,0.99,True,False,3000
scar,0.4,0,491,0.0,0.0,0.0,0,0.99,True,False,3000
scar,0.5,0,491,0.0,0.0,0.0,0,0.99,True,False,3000
scar,0.6,0,491,0.0,0.0,0.0,0,0.99,True,False,3000
scar,0.7,0,491,0.0,0.0,0.0,0,0.99,True,False,3000
edema_zone,0.3,671,105,319.3568507824384,406.44123282909084,-87.0843820466524,159,0.5,True,True,3000
edema_zone,0.4,671,105,319.3568507824384,406.44123282909084,-87.0843820466524,159,0.5,True,True,3000
edema_zone,0.5,671,105,319.3568507824384,406.44123282909084,-87.0843820466524,159,0.5,True,True,3000
edema_zone,0.6,671,105,319.3568507824384,406.44123282909084,-87.0843820466524,159,0.5,True,True,3000
edema_zone,0.7,671,105,319.3568507824384,406.44123282909084,-87.0843820466524,159,0.5,True,True,3000
edema_zone,0.3,431,345,175.81047762408946,245.4408365507081,-69.63035892661867,122,0.75,True,True,3000
edema_zone,0.4,431,345,175.81047762408946,245.4408365507081,-69.63035892661867,122,0.75,True,True,3000
edema_zone,0.5,431,345,175.81047762408946,245.4408365507081,-69.63035892661867,122,0.75,True,True,3000
edema_zone,0.6,431,345,175.81047762408946,245.4408365507081,-69.63035892661867,122,0.75,True,True,3000
edema_zone,0.7,431,345,175.81047762408946,245.4408365507081,-69.63035892661867,122,0.75,True,True,3000
edema_zone,0.3,129,647,15.618890757916507,54.08997292566365,-38.471082167747156,55,0.9,True,True,3000
edema_zone,0.4,129,647,15.618890757916507,54.08997292566365,-38.471082167747156,55,0.9,True,True,3000
edema_zone,0.5,129,647,15.618890757916507,54.08997292566365,-38.471082167747156,55,0.9,True,True,3000
edema_zone,0.6,129,647,15.618890757916507,54.08997292566365,-38.471082167747156,55,0.9,True,True,3000
edema_zone,0.7,129,647,15.618890757916507,54.08997292566365,-38.471082167747156,55,0.9,True,True,3000
edema_zone,0.3,23,753,5.184040602247568,11.36430809292285,-6.1802674906752815,7,0.95,True,True,3000
edema_zone,0.4,23,753,5.184040602247568,11.36430809292285,-6.1802674906752815,7,0.95,True,True,3000
edema_zone,0.5,23,753,5.184040602247568,11.36430809292285,-6.1802674906752815,7,0.95,True,True,3000
edema_zone,0.6,23,753,5.184040602247568,11.36430809292285,-6.1802674906752815,7,0.95,True,True,3000
edema_zone,0.7,23,753,5.184040602247568,11.36430809292285,-6.1802674906752815,7,0.95,True,True,3000
edema_zone,0.3,0,776,0.0,0.0,0.0,0,0.99,True,False,3000
edema_zone,0.4,0,776,0.0,0.0,0.0,0,0.99,True,False,3000
edema_zone,0.5,0,776,0.0,0.0,0.0,0,0.99,True,False,3000
edema_zone,0.6,0,776,0.0,0.0,0.0,0,0.99,True,False,3000
edema_zone,0.7,0,776,0.0,0.0,0.0,0,0.99,True,False,3000
scar,0.3,434,63,114.79913535831858,200.4945715965279,-85.69543623820931,151,0.5,True,True,3500
scar,0.4,434,63,114.79913535831858,200.4945715965279,-85.69543623820931,151,0.5,True,True,3500
scar,0.5,433,64,114.24069379987702,199.93613003808633,-85.69543623820931,151,0.5,True,True,3500
scar,0.6,424,73,114.7380926036017,197.43726311854059,-82.69917051493888,147,0.5,True,True,3500
scar,0.7,392,105,116.03643978006085,189.4232451446135,-73.38680536455266,129,0.5,True,True,3500
scar,0.3,104,393,21.213226059518437,47.57462403464645,-26.361397975128014,39,0.75,True,True,3500
scar,0.4,104,393,21.213226059518437,47.57462403464645,-26.361397975128014,39,0.75,True,True,3500
scar,0.5,103,394,20.654784501076875,47.01618247620489,-26.361397975128007,39,0.75,True,True,3500
scar,0.6,102,395,21.64063355768065,47.01618247620489,-25.375548918524235,38,0.75,True,True,3500
