phase,old_job_id,superseded_replacement_job_id,partition,preflight_job_id,preflight_state,replacement_job_id,replacement_state_at_packet,replacement_reason,preflight_command,preflight_exit_code,code_hash,config_hash,split_hash,submission_command,dependency_type,runtime_root,log_path,training_credit_policy
d2_hierarchical_psip,58644074,58700822,htzhulab,58701094,CANCELLED_RACE_MIRROR,58701097,CANCELLED_RACE_MIRROR,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreHTZ --partition=htzhulab --qos=gpu_access --gres=gpu:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",CANCELLED_BEFORE_START,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701096 --partition=htzhulab --qos=gpu_access --gres=gpu:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/htzhulab,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=htzhulab jobs/src/run_srr_v3_m10_myops_d2_hierarchical_psip.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/htzhulab,logs/M10D2MyoPS_58701097_<timestamp>.log,zero_cancelled_mirror
d3_full_propref,58644106,58700826,htzhulab,58701094,CANCELLED_RACE_MIRROR,58701098,CANCELLED_RACE_MIRROR,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreHTZ --partition=htzhulab --qos=gpu_access --gres=gpu:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",CANCELLED_BEFORE_START,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701097 --partition=htzhulab --qos=gpu_access --gres=gpu:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/htzhulab,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=htzhulab jobs/src/run_srr_v3_m10_myops_d3_full_propref.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/htzhulab,logs/M10D3MyoPS_58701098_<timestamp>.log,zero_cancelled_mirror
hard_negative_refresh,58644107,58700827,htzhulab,58701094,CANCELLED_RACE_MIRROR,58701099,CANCELLED_RACE_MIRROR,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreHTZ --partition=htzhulab --qos=gpu_access --gres=gpu:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",CANCELLED_BEFORE_START,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701098 --partition=htzhulab --qos=gpu_access --gres=gpu:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/htzhulab,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=htzhulab jobs/src/run_srr_v3_m10_hard_negative_refresh.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/htzhulab,logs/M10HardNeg_58701099_<timestamp>.log,zero_cancelled_mirror
no_context_control,58644108,58700828,htzhulab,58701094,CANCELLED_RACE_MIRROR,58701100,CANCELLED_RACE_MIRROR,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreHTZ --partition=htzhulab --qos=gpu_access --gres=gpu:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=htzhulab results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",CANCELLED_BEFORE_START,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701099 --partition=htzhulab --qos=gpu_access --gres=gpu:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/htzhulab,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=htzhulab jobs/src/run_srr_v3_m10_no_context_control.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/htzhulab,logs/M10NoCtx_58701100_<timestamp>.log,zero_cancelled_mirror
alignment_control,58644109,58700832,volta-gpu,58701110,COMPLETED_0:0,58701117,PENDING_DEPENDENCY,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreV100 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=volta-gpu results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701116 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=volta-gpu jobs/src/run_srr_v3_m10_alignment_control.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,logs/M10Align_58701117_<timestamp>.log,credit_only_if_terminal_runtime_evidence_and_selected_winner
d0_control,58644072,58700815,volta-gpu,58701110,COMPLETED_0:0,58701111,RUNNING,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreV100 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=volta-gpu results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701110 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=volta-gpu jobs/src/run_srr_v3_m10_myops_d0_control.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,logs/M10D0MyoPS_58701111_<timestamp>.log,credit_only_if_terminal_runtime_evidence_and_selected_winner
d1_spatial_br2,58644073,58700821,volta-gpu,58701110,COMPLETED_0:0,58701112,PENDING_DEPENDENCY,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreV100 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=volta-gpu results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701111 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=volta-gpu jobs/src/run_srr_v3_m10_myops_d1_spatial_br2.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,logs/M10D1MyoPS_58701112_<timestamp>.log,credit_only_if_terminal_runtime_evidence_and_selected_winner
d2_hierarchical_psip,58644074,58700822,volta-gpu,58701110,COMPLETED_0:0,58701113,PENDING_DEPENDENCY,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreV100 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=volta-gpu results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701112 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=volta-gpu jobs/src/run_srr_v3_m10_myops_d2_hierarchical_psip.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,logs/M10D2MyoPS_58701113_<timestamp>.log,credit_only_if_terminal_runtime_evidence_and_selected_winner
d3_full_propref,58644106,58700826,volta-gpu,58701110,COMPLETED_0:0,58701114,PENDING_DEPENDENCY,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreV100 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=volta-gpu results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701113 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=volta-gpu jobs/src/run_srr_v3_m10_myops_d3_full_propref.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,logs/M10D3MyoPS_58701114_<timestamp>.log,credit_only_if_terminal_runtime_evidence_and_selected_winner
hard_negative_refresh,58644107,58700827,volta-gpu,58701110,COMPLETED_0:0,58701115,PENDING_DEPENDENCY,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreV100 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=volta-gpu results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701114 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=volta-gpu jobs/src/run_srr_v3_m10_hard_negative_refresh.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,logs/M10HardNeg_58701115_<timestamp>.log,credit_only_if_terminal_runtime_evidence_and_selected_winner
no_context_control,58644108,58700828,volta-gpu,58701110,COMPLETED_0:0,58701116,PENDING_DEPENDENCY,three_partition_race_after_user_authorization_with_isolated_runtime,"sbatch --parsable --job-name=M10W2PreV100 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --ntasks=1 --cpus-per-task=2 --mem=8G --time=00:10:00 --export=ALL,M10_PREFLIGHT_RACE_PARTITION=volta-gpu results/20260711_srr_v3_m10_complete_mechanism_repair/wave2_env_preflight.sh",0,dea785502dc2aa2e44f9d9cc7ad5acdfae155fe94a20ccf8ab9444f15060520d,df42f9ee55a3ba6ac616a37b2455cb7bca67c5f751f0c5a31c4a18938b107a9b,8c2e94d5809cc53e6a3cb53a7fbf075bc7d130ca3e7151e7f7bdf5fa0426c8eb,"sbatch --parsable --dependency=afterok:58701115 --partition=volta-gpu --qos=gpu_access --gres=gpu:tesla_v100-sxm2-16gb:1 --export=ALL,M10_RUNTIME_ROOT=results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,M10_DEFER_AGGREGATION=1,M10_RACE_PARTITION=volta-gpu jobs/src/run_srr_v3_m10_no_context_control.sh",afterok,results/20260711_srr_v3_m10_complete_mechanism_repair/runtime/m10_myops_training_executor/partition_race/volta-gpu,logs/M10NoCtx_58701116_<timestamp>.log,credit_only_if_terminal_runtime_evidence_and_selected_winner
