feature_source,task_id,probe_model,train_rows,eval_rows,train_cases,eval_cases,status,AUROC,AUPRC,balanced_accuracy,sensitivity,specificity,ECE
NNUNET_DECODER_L1,P1_scar_vs_normal_myocardium,logistic_regression,30,31,16,16,PASS,0.7208333333333333,0.7775128532841129,0.6541666666666667,0.375,0.9333333333333333,0.26532746764785753
NNUNET_DECODER_L1,P1_scar_vs_normal_myocardium,linear_svm,30,31,16,16,PASS,0.7791666666666668,0.828674149584076,0.71875,0.4375,1.0,0.1292092657216387
NNUNET_DECODER_L1,P1_scar_vs_normal_myocardium,1x1_convolution,30,31,16,16,PASS,0.725,0.7695493192336222,0.6541666666666667,0.375,0.9333333333333333,0.28346312094119286
NNUNET_DECODER_L1,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,23,24,16,16,PASS,0.8962962962962963,0.8660493827160494,0.6666666666666666,0.3333333333333333,1.0,0.1894857781113776
NNUNET_DECODER_L1,P2_nnunet_scar_FN_vs_true_negative,linear_svm,23,24,16,16,PASS,0.9407407407407408,0.93001443001443,0.8888888888888888,0.7777777777777778,1.0,0.04290467835888173
NNUNET_DECODER_L1,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,23,24,16,16,PASS,0.8888888888888888,0.8500982042648708,0.7444444444444445,0.5555555555555556,0.9333333333333333,0.07282686233520508
NNUNET_DECODER_L1,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,20,23,16,15,PASS,0.9916666666666667,0.9861111111111112,0.625,0.25,1.0,0.2073838156325761
NNUNET_DECODER_L1,P3_nnunet_scar_FP_vs_true_negative,linear_svm,20,23,16,15,PASS,0.9916666666666667,0.9861111111111112,0.9041666666666667,0.875,0.9333333333333333,0.09523514461075122
NNUNET_DECODER_L1,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,20,23,16,15,PASS,0.9833333333333334,0.9704861111111112,0.9666666666666667,1.0,0.9333333333333333,0.04678983144138171
NNUNET_DECODER_L1,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L1,P4_pure_edema_vs_normal_myocardium,linear_svm,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L1,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L1,P5_nnunet_pure_edema_FN,logistic_regression,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L1,P5_nnunet_pure_edema_FN,linear_svm,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L1,P5_nnunet_pure_edema_FN,1x1_convolution,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L1,P6_nnunet_pure_edema_FP,logistic_regression,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L1,P6_nnunet_pure_edema_FP,linear_svm,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L1,P6_nnunet_pure_edema_FP,1x1_convolution,16,16,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L1,P7_small_scar_vs_normal_myocardium,logistic_regression,19,16,16,15,PASS,0.8666666666666667,0.3333333333333333,0.5,0.0,1.0,0.04409217270685328
NNUNET_DECODER_L1,P7_small_scar_vs_normal_myocardium,linear_svm,19,16,16,15,PASS,0.9333333333333333,0.5,0.9333333333333333,1.0,0.8666666666666667,0.29431251722824936
NNUNET_DECODER_L1,P7_small_scar_vs_normal_myocardium,1x1_convolution,19,16,16,15,PASS,1.0,1.0,0.9333333333333333,1.0,0.8666666666666667,0.11930108070373535
NNUNET_DECODER_L1,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,30,31,16,16,PASS,0.7208333333333333,0.7775128532841129,0.6541666666666667,0.375,0.9333333333333333,0.26532746764785753
NNUNET_DECODER_L1,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,30,31,16,16,PASS,0.7791666666666668,0.828674149584076,0.71875,0.4375,1.0,0.1292092657216387
NNUNET_DECODER_L1,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,30,31,16,16,PASS,0.725,0.7695493192336222,0.6541666666666667,0.375,0.9333333333333333,0.28346312094119286
NNUNET_DECODER_L2,P1_scar_vs_normal_myocardium,logistic_regression,32,32,16,16,PASS,0.8671875,0.8878891176225736,0.8125,0.8125,0.8125,0.003023424351896953
NNUNET_DECODER_L2,P1_scar_vs_normal_myocardium,linear_svm,32,32,16,16,PASS,0.84765625,0.869564187854629,0.78125,0.8125,0.75,0.009138370977177623
NNUNET_DECODER_L2,P1_scar_vs_normal_myocardium,1x1_convolution,32,32,16,16,PASS,0.8515625,0.8767551127385687,0.8125,0.875,0.75,0.06771361827850342
NNUNET_DECODER_L2,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,28,27,16,16,PASS,0.9318181818181818,0.9462809917355373,0.8636363636363636,0.7272727272727273,1.0,0.09882393640287307
NNUNET_DECODER_L2,P2_nnunet_scar_FN_vs_true_negative,linear_svm,28,27,16,16,PASS,0.9431818181818181,0.9567099567099568,0.9090909090909092,0.8181818181818182,1.0,0.01755700566068752
NNUNET_DECODER_L2,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,28,27,16,16,PASS,0.9090909090909091,0.9317355371900826,0.8636363636363636,0.7272727272727273,1.0,0.07235372508013688
NNUNET_DECODER_L2,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,28,30,16,16,PASS,0.9508928571428571,0.9493798684975154,0.75,0.5,1.0,0.2212477546961824
NNUNET_DECODER_L2,P3_nnunet_scar_FP_vs_true_negative,linear_svm,28,30,16,16,PASS,0.9910714285714286,0.9901360544217686,0.75,0.5,1.0,0.07025084959286138
NNUNET_DECODER_L2,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,28,30,16,16,PASS,0.9419642857142857,0.9465391419725784,0.7857142857142857,0.5714285714285714,1.0,0.18897244135538738
NNUNET_DECODER_L2,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L2,P4_pure_edema_vs_normal_myocardium,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L2,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L2,P5_nnunet_pure_edema_FN,logistic_regression,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L2,P5_nnunet_pure_edema_FN,linear_svm,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L2,P5_nnunet_pure_edema_FN,1x1_convolution,16,18,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L2,P6_nnunet_pure_edema_FP,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L2,P6_nnunet_pure_edema_FP,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L2,P6_nnunet_pure_edema_FP,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L2,P7_small_scar_vs_normal_myocardium,logistic_regression,21,17,16,16,PASS,1.0,1.0,0.5,0.0,1.0,0.03051642578263621
NNUNET_DECODER_L2,P7_small_scar_vs_normal_myocardium,linear_svm,21,17,16,16,PASS,0.9375,0.5,0.96875,1.0,0.9375,0.2778718920954165
NNUNET_DECODER_L2,P7_small_scar_vs_normal_myocardium,1x1_convolution,21,17,16,16,PASS,0.9375,0.5,0.9375,1.0,0.875,0.1084714049802107
NNUNET_DECODER_L2,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,32,32,16,16,PASS,0.8671875,0.8878891176225736,0.8125,0.8125,0.8125,0.003023424351896953
NNUNET_DECODER_L2,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,32,32,16,16,PASS,0.84765625,0.869564187854629,0.78125,0.8125,0.75,0.009138370977177623
NNUNET_DECODER_L2,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,32,32,16,16,PASS,0.8515625,0.8767551127385687,0.8125,0.875,0.75,0.06771361827850342
NNUNET_DECODER_L3,P1_scar_vs_normal_myocardium,logistic_regression,32,32,16,16,PASS,0.87109375,0.9080974002849003,0.78125,0.75,0.8125,0.008433604351866464
NNUNET_DECODER_L3,P1_scar_vs_normal_myocardium,linear_svm,32,32,16,16,PASS,0.86328125,0.8978169582610371,0.71875,0.8125,0.625,0.021268350523928503
NNUNET_DECODER_L3,P1_scar_vs_normal_myocardium,1x1_convolution,32,32,16,16,PASS,0.8671875,0.9025908833813245,0.78125,0.8125,0.75,0.03283572196960449
NNUNET_DECODER_L3,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,31,32,16,16,PASS,0.99609375,0.9963235294117647,0.9375,0.875,1.0,0.05242097871894802
NNUNET_DECODER_L3,P2_nnunet_scar_FN_vs_true_negative,linear_svm,31,32,16,16,PASS,0.9921875,0.9930555555555556,0.9375,0.875,1.0,0.024872795436043094
NNUNET_DECODER_L3,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,31,32,16,16,PASS,0.9765625,0.9797149122807017,0.9375,0.875,1.0,0.06026184558868408
NNUNET_DECODER_L3,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,32,30,16,16,PASS,0.9955357142857143,0.995238095238095,0.9642857142857143,0.9285714285714286,1.0,0.006329975828261392
NNUNET_DECODER_L3,P3_nnunet_scar_FP_vs_true_negative,linear_svm,32,30,16,16,PASS,0.9866071428571428,0.9859693877551019,0.9017857142857143,0.9285714285714286,0.875,0.021417459844169706
NNUNET_DECODER_L3,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,32,30,16,16,PASS,0.9866071428571428,0.9859693877551021,0.9017857142857143,0.9285714285714286,0.875,0.01528406341870625
NNUNET_DECODER_L3,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L3,P4_pure_edema_vs_normal_myocardium,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L3,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L3,P5_nnunet_pure_edema_FN,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L3,P5_nnunet_pure_edema_FN,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L3,P5_nnunet_pure_edema_FN,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L3,P6_nnunet_pure_edema_FP,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L3,P6_nnunet_pure_edema_FP,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L3,P6_nnunet_pure_edema_FP,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L3,P7_small_scar_vs_normal_myocardium,logistic_regression,21,17,16,16,PASS,1.0,1.0,1.0,1.0,1.0,0.012288344567004908
NNUNET_DECODER_L3,P7_small_scar_vs_normal_myocardium,linear_svm,21,17,16,16,PASS,1.0,1.0,1.0,1.0,1.0,0.2955065002477652
NNUNET_DECODER_L3,P7_small_scar_vs_normal_myocardium,1x1_convolution,21,17,16,16,PASS,1.0,1.0,0.96875,1.0,0.9375,0.04394752181628171
NNUNET_DECODER_L3,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,32,32,16,16,PASS,0.87109375,0.9080974002849003,0.78125,0.75,0.8125,0.008433604351866464
NNUNET_DECODER_L3,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,32,32,16,16,PASS,0.86328125,0.8978169582610371,0.71875,0.8125,0.625,0.021268350523928503
NNUNET_DECODER_L3,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,32,32,16,16,PASS,0.8671875,0.9025908833813245,0.78125,0.8125,0.75,0.03283572196960449
NNUNET_DECODER_L4,P1_scar_vs_normal_myocardium,logistic_regression,32,32,16,16,PASS,0.88671875,0.9165633267195767,0.84375,0.6875,1.0,0.14038883199432417
NNUNET_DECODER_L4,P1_scar_vs_normal_myocardium,linear_svm,32,32,16,16,PASS,0.87109375,0.9117272347535506,0.8125,0.625,1.0,0.10804460007648975
NNUNET_DECODER_L4,P1_scar_vs_normal_myocardium,1x1_convolution,32,32,16,16,PASS,0.90234375,0.9306601486748546,0.84375,0.6875,1.0,0.14834362268447876
NNUNET_DECODER_L4,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,32,32,16,16,PASS,0.98046875,0.9805183531746032,0.84375,0.75,0.9375,0.08712425623520981
NNUNET_DECODER_L4,P2_nnunet_scar_FN_vs_true_negative,linear_svm,32,32,16,16,PASS,0.96875,0.9705018520566121,0.875,0.8125,0.9375,0.04866120510702465
NNUNET_DECODER_L4,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,32,32,16,16,PASS,0.9765625,0.9770716619981327,0.84375,0.75,0.9375,0.0641523003578186
NNUNET_DECODER_L4,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,32,32,16,16,PASS,0.96484375,0.9705357142857143,0.90625,0.8125,1.0,0.09664688675952637
NNUNET_DECODER_L4,P3_nnunet_scar_FP_vs_true_negative,linear_svm,32,32,16,16,PASS,0.9609375,0.9718137254901961,0.875,0.75,1.0,0.05662944104190054
NNUNET_DECODER_L4,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,32,32,16,16,PASS,0.96484375,0.9719611528822056,0.90625,0.8125,1.0,0.10519033670425415
NNUNET_DECODER_L4,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L4,P4_pure_edema_vs_normal_myocardium,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L4,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L4,P5_nnunet_pure_edema_FN,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L4,P5_nnunet_pure_edema_FN,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L4,P5_nnunet_pure_edema_FN,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L4,P6_nnunet_pure_edema_FP,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L4,P6_nnunet_pure_edema_FP,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L4,P6_nnunet_pure_edema_FP,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_DECODER_L4,P7_small_scar_vs_normal_myocardium,logistic_regression,21,17,16,16,PASS,1.0,1.0,1.0,1.0,1.0,0.056164205169928996
NNUNET_DECODER_L4,P7_small_scar_vs_normal_myocardium,linear_svm,21,17,16,16,PASS,1.0,1.0,1.0,1.0,1.0,0.2553304441518159
NNUNET_DECODER_L4,P7_small_scar_vs_normal_myocardium,1x1_convolution,21,17,16,16,PASS,1.0,1.0,0.96875,1.0,0.9375,0.058338005314855015
NNUNET_DECODER_L4,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,32,32,16,16,PASS,0.88671875,0.9165633267195767,0.84375,0.6875,1.0,0.14038883199432417
NNUNET_DECODER_L4,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,32,32,16,16,PASS,0.87109375,0.9117272347535506,0.8125,0.625,1.0,0.10804460007648975
NNUNET_DECODER_L4,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,32,32,16,16,PASS,0.90234375,0.9306601486748546,0.84375,0.6875,1.0,0.14834362268447876
NNUNET_ENCODER_L0,P1_scar_vs_normal_myocardium,logistic_regression,32,32,16,16,PASS,0.859375,0.9030094768170427,0.75,0.5,1.0,0.20903741952923915
NNUNET_ENCODER_L0,P1_scar_vs_normal_myocardium,linear_svm,32,32,16,16,PASS,0.87109375,0.9057695451002087,0.71875,0.4375,1.0,0.18262911011748406
NNUNET_ENCODER_L0,P1_scar_vs_normal_myocardium,1x1_convolution,32,32,16,16,PASS,0.8984375,0.9308321886446886,0.71875,0.4375,1.0,0.2586821913719177
NNUNET_ENCODER_L0,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,32,32,16,16,PASS,0.9453125,0.9502450674325674,0.75,0.5,1.0,0.21093724163015026
NNUNET_ENCODER_L0,P2_nnunet_scar_FN_vs_true_negative,linear_svm,32,32,16,16,PASS,0.98828125,0.9891493055555556,0.75,0.5,1.0,0.12229250643551143
NNUNET_ENCODER_L0,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,32,32,16,16,PASS,0.98046875,0.9805183531746032,0.75,0.5,1.0,0.21466153860092163
NNUNET_ENCODER_L0,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,32,32,16,16,PASS,0.9609375,0.9656096507659008,0.8125,0.625,1.0,0.16227193432333326
NNUNET_ENCODER_L0,P3_nnunet_scar_FP_vs_true_negative,linear_svm,32,32,16,16,PASS,0.984375,0.9862253289473684,0.84375,0.6875,1.0,0.10746838921732071
NNUNET_ENCODER_L0,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,32,32,16,16,PASS,0.98046875,0.9820586622807017,0.84375,0.6875,1.0,0.16327506303787231
NNUNET_ENCODER_L0,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L0,P4_pure_edema_vs_normal_myocardium,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L0,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L0,P5_nnunet_pure_edema_FN,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L0,P5_nnunet_pure_edema_FN,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L0,P5_nnunet_pure_edema_FN,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L0,P6_nnunet_pure_edema_FP,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L0,P6_nnunet_pure_edema_FP,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L0,P6_nnunet_pure_edema_FP,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L0,P7_small_scar_vs_normal_myocardium,logistic_regression,21,17,16,16,PASS,0.1875,0.07142857142857142,0.5,0.0,1.0,0.0018661811007414306
NNUNET_ENCODER_L0,P7_small_scar_vs_normal_myocardium,linear_svm,21,17,16,16,PASS,0.1875,0.07142857142857142,0.5,0.0,1.0,0.14254577534264645
NNUNET_ENCODER_L0,P7_small_scar_vs_normal_myocardium,1x1_convolution,21,17,16,16,PASS,0.1875,0.07142857142857142,0.5,0.0,1.0,0.04735792685738381
NNUNET_ENCODER_L0,P8_boundary_scar_vs_non_scar_myocardium,logistic_regression,32,32,16,16,PASS,0.859375,0.9030094768170427,0.75,0.5,1.0,0.20903741952923915
NNUNET_ENCODER_L0,P8_boundary_scar_vs_non_scar_myocardium,linear_svm,32,32,16,16,PASS,0.87109375,0.9057695451002087,0.71875,0.4375,1.0,0.18262911011748406
NNUNET_ENCODER_L0,P8_boundary_scar_vs_non_scar_myocardium,1x1_convolution,32,32,16,16,PASS,0.8984375,0.9308321886446886,0.71875,0.4375,1.0,0.2586821913719177
NNUNET_ENCODER_L1,P1_scar_vs_normal_myocardium,logistic_regression,32,32,16,16,PASS,0.9140625,0.9401736111111111,0.8125,0.625,1.0,0.134632845300437
NNUNET_ENCODER_L1,P1_scar_vs_normal_myocardium,linear_svm,32,32,16,16,PASS,0.8984375,0.9269290996313055,0.84375,0.6875,1.0,0.0798736416351345
NNUNET_ENCODER_L1,P1_scar_vs_normal_myocardium,1x1_convolution,32,32,16,16,PASS,0.9375,0.957427536231884,0.84375,0.6875,1.0,0.13323462009429932
NNUNET_ENCODER_L1,P2_nnunet_scar_FN_vs_true_negative,logistic_regression,32,32,16,16,PASS,0.97265625,0.9790482954545454,0.8125,0.625,1.0,0.16198431784059042
NNUNET_ENCODER_L1,P2_nnunet_scar_FN_vs_true_negative,linear_svm,32,32,16,16,PASS,0.96875,0.9791666666666666,0.90625,0.8125,1.0,0.09270600222788261
NNUNET_ENCODER_L1,P2_nnunet_scar_FN_vs_true_negative,1x1_convolution,32,32,16,16,PASS,0.96484375,0.9725378787878789,0.84375,0.6875,1.0,0.1557353436946869
NNUNET_ENCODER_L1,P3_nnunet_scar_FP_vs_true_negative,logistic_regression,32,32,16,16,PASS,1.0,1.0,0.9375,0.875,1.0,0.08187383661153202
NNUNET_ENCODER_L1,P3_nnunet_scar_FP_vs_true_negative,linear_svm,32,32,16,16,PASS,1.0,1.0,0.90625,0.8125,1.0,0.06201380715738747
NNUNET_ENCODER_L1,P3_nnunet_scar_FP_vs_true_negative,1x1_convolution,32,32,16,16,PASS,0.99609375,0.9963235294117647,0.96875,0.9375,1.0,0.04519781470298767
NNUNET_ENCODER_L1,P4_pure_edema_vs_normal_myocardium,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L1,P4_pure_edema_vs_normal_myocardium,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L1,P4_pure_edema_vs_normal_myocardium,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L1,P5_nnunet_pure_edema_FN,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L1,P5_nnunet_pure_edema_FN,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L1,P5_nnunet_pure_edema_FN,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L1,P6_nnunet_pure_edema_FP,logistic_regression,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L1,P6_nnunet_pure_edema_FP,linear_svm,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L1,P6_nnunet_pure_edema_FP,1x1_convolution,16,19,,,INSUFFICIENT_SPLIT_DATA,,,,,,
NNUNET_ENCODER_L1,P7_small_scar_vs_normal_myocardium,logistic_regression,21,17,16,16,PASS,0.75,0.2,0.5,0.0,1.0,0.030791135941053326
