model_id,path,size_bytes,sha256,hash_status,source_commit,code_fingerprint,config_path,config_sha256,split,train_cases,eval_cases,label_semantics,preprocess,decode_rule,metric_implementation,checkpoint_selection_rule,training_budget,status,evidence_quality
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/nnUNet/2d/Task026_Cine_4D_smoke/CARECineMyoPSTrainer__nnUNetPlansv2.1/fold_0/model_final_checkpoint.model.pkl,4305,cdeca70da84be8d8db3471352c0728f073ab4ac911cff1ba34104206c565c5e9,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/nnUNet/2d/Task026_Cine_4D_smoke/CARECineMyoPSTrainer__nnUNetPlansv2.1/fold_0/model_final_checkpoint.model,1669319383,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof_checkpoint_manifest.csv,1985,b9ffabd601e3e9a502a4cf9be4fb602de6029a0688591c7d39cf05af21683e09,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold0/oof_checkpoint_manifest.csv,441,86bdeb34e4b90695dcdcac41e55461ca912f060fccba84f8717a99d1cbdf2850,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/nnUNet/2d/Task026_Cine_4D/CARECineMyoPSTrainer__nnUNetPlansv2.1/fold_0/model_final_checkpoint.model.pkl,68222,39b3eea294b9e0b04fee593f69189e461d29b7f64ed4a13fd2c7579f7b64792e,PREFIX_8192_BYTES,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/nnUNet/2d/Task026_Cine_4D/CARECineMyoPSTrainer__nnUNetPlansv2.1/fold_0/model_final_checkpoint.model,1669390615,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/results/20260726_care_fullinfo_nnunet_and_care_scf/care_scf_v1/mosaic_oof/fold1/oof_checkpoint_manifest.csv,435,ea532bdb6612564b4ba2df6416756ec4f7fece3e3807b8bb6746912cd80ca5df,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/nnUNet/2d/Task026_Cine_4D/CARECineMyoPSTrainerBNCalib__nnUNetPlansv2.1/fold_0/model_final_checkpoint.model.pkl,68250,dbbcb580764fabe6461fd27ff3c9296493e9b302165914d3ec2a5303ea7649e7,PREFIX_8192_BYTES,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/nnUNet/2d/Task026_Cine_4D/CARECineMyoPSTrainerBNCalib__nnUNetPlansv2.1/fold_0/model_final_checkpoint.model,1669354839,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/laneA_edema_focal_tversky_t2down_fold0_short__nnUNetPlans__3d_fullres/fold_0/checkpoint_final.pth,357108213,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/laneA_edema_focal_tversky_t2down_fold0_short__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,357107951,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/checkpoint_final.pth,357665973,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/checkpoint_latest.pth,357524539,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,357504047,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/laneA_r9_ckptinit_6ch_edema_adapt_fold0_very_short_v2__nnUNetPlans__3d_fullres/fold_0/checkpoint_final.pth,357105461,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/laneA_r9_ckptinit_6ch_edema_adapt_fold0_very_short_v2__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,357105199,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_final.pth,357381813,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_4/checkpoint_best.pth,357367855,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/checkpoint_final.pth,357381749,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,357374639,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_final.pth,357381493,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_2/checkpoint_best.pth,357327215,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/checkpoint_final.pth,357381813,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_1/checkpoint_best.pth,357341103,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_final.pth,357381813,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/nnUNetTrainer_500epochs__nnUNetPlans__3d_fullres/fold_3/checkpoint_best.pth,357354799,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/laneA_r9_ckptinit_6ch_edema_adapt_fold0_very_short__nnUNetPlans__3d_fullres/fold_0/checkpoint_final.pth,357105461,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/laneA_r9_ckptinit_6ch_edema_adapt_fold0_very_short__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,357105199,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/laneA_t2_edema_expert_sephead_fold0_short__nnUNetPlans__3d_fullres/fold_0/checkpoint_final.pth,357105397,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
NNUNET,/users/a/e/aereinh/CARE/data/nnUNet/nnUNet_results/Dataset501_CAREMyoPS/laneA_t2_edema_expert_sephead_fold0_short__nnUNetPlans__3d_fullres/fold_0/checkpoint_best.pth,357104623,,LARGE_METADATA_ONLY,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,PARTIALLY_BOUND_BY_PATH
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/checkpoint_resume_report.json,594,a8d6ca71038a927d863cb09121bc2daa8afac0daddc6958db3b82e2190594169,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/w3_checkpoint_audit_report.json,3098,e9fb1e0fa5defbc328cfb346ca2ba2f3d0d4c722010b4056b8c6889d2078a242,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step04000_audit.json,3228,b53aeb72f0e3866fe2786e965834e95e3b26dae62b39ccac35ef381c3f88454c,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step00500_audit.json,3255,8a05717c52a77c1268a6b3d0bc3f3d9fdfb939878fbe2d5f7d6b195b1660c61e,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step01500_audit.json,3216,56ebb98345e6a63533052ed1c7d80531854f8253999aa578d4bdc4c9b16f5969,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step03500_audit.json,3228,b6d6b2dee2e03f872e297997c496b5f592bf0aad5d620aeffb8aa164c7b9e2d0,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step01000_audit.json,3251,f7403256d0ea2df44768849252ad3a0dcf40750b9995a0bee6bc5a9c7fdf712b,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step06000_audit.json,3225,f58574cc608044f9d7a6a4a08d65cd55419a0e7252fb672b9b7aae503ed9d44a,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step06500_audit.json,3223,068267ff1c789174b2cd3e12feaa6f4b9116c0467ba7545552c8d58bcae46f59,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step02000_audit.json,3261,23eea93a551dc896902059e16a05c4ba12486c55def80359b27d32405713e4e3,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step05000_audit.json,3221,7e4b0e4291a3abd42fe9e9a3a33d5ae2f049807aff164cf683ed04c693334ab0,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step02500_audit.json,3261,782aba3169c14b4e707f26c55a97d784239bc7a7675ee7fa741548b5b5484dc8,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step05500_audit.json,3223,d2df3ceafdc7b5e3da94ab1923e90a68bdfddf5502906834f0201d5e71beb5da,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step03000_audit.json,3254,bcf6a67fa23358d4b172badc59a5b065001f9eb0b27343b7ba14832bbb3568e2,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_fold0_6500_formal_v2/audits/checkpoint_step04500_audit.json,3228,3dd4400cfbf0033ddf79e4ad6ccca58134d105e80052d3c22999aab6bd263fd1,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
CARE_PRISM_UNBOUND,/users/a/e/aereinh/CARE/results/20260729_care_prism_v2_backbone_repair_and_resume/runtime/fold0_w3_w3_audit_smoke_noncredit/audits/checkpoint_step00001_audit.json,3209,7f83ec32317c6708d46633d7291862b95c1bd03fad3d240771751eb5103e5c73,FULL,,UNBOUND_RECIPE,,,,,,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,UNBOUND,LOCAL_FILE_PRESENT,UNBOUND_CHECKPOINT
