checkpoint_step,stage,selected_by_old_evaluator,selected_by_v2_edema_zone,scheduler_coverage,notes
4500,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
4500,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
5000,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
5000,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
5000,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
5500,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
5500,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
5500,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
6000,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
6000,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
6000,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
6500,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
6500,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
6500,late,false,false,checkpoint series covers cosine-schedule trajectory from early through late W3,Exact LR scalar was not stored in the checkpoint curve; stage is inferred from checkpoint step.
