object,size,path
4b63df507744efd4eeeadb70547d2d1e3cb553f4,1608241,docs/literature/domain_adaptation/Federated learning for medical image analysis A survey - Guan.pdf
a199b6399373c20b3d4232e644df7dbb543f442e,1602608,results/20260629_loss_decode_calibration/decode_case_metrics.csv
e607fc2a6da38a8f29338a29d142a1805ae81a19,1529018,results/20260730_care_failure_forensics_deep_research_packet/v4_pdf_contact_sheet_large.png
4ed65dd5dc8d1a7653b2073830074a41eeb31f78,1504077,docs/literature/domain_adaptation/Representation Retrieval Learning for Heterogeneous Data Integration.pdf
b71688d3051f2c415c062cd73db6772f73de39bb,1500898,results/20260626_dict_bank/variants/hierarchical_router_dictionary/retrieval_usage.csv
ad95820b24725e225aa547f32aaa412b13666cb6,1373738,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case5006_v3_atlas.png
e9aa0f76ab851307981eac3cbe4a2ad5b84d2356,1351929,results/20260629_proposal_memory_hardneg/mined_components.csv
387f2b42d092f1c073f7d466dcc0f0602d010106,1338870,docs/literature/domain_adaptation/Domain Adaptation for Medical Image Analysis A Survey - Guan.pdf
bec25e71aec1e0d8c343ffbfe74b606260b01f8b,1308963,results/20260625_srr_recovery/variants/srr_task_tempered/retrieval_usage.csv
aa808488c944c3d69ff5c1f36d64f7d5959e45dc,1297110,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2001_v3_atlas.png
b820e2d18801eedf183123a48c05f3ab00d3b0a8,1296598,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-17.png
0042d97d84efa0fed62027c3a9aa77a3d311a969,1292386,results/20260730_care_failure_forensics_deep_research_packet/CARE_Failure_Forensics_Deep_Research_Evidence_Packet_20260730_v2.pdf
33d67b57930a449ae657b7933d44d609484740b6,1290950,results/20260625_srr_recovery/variants/srr_task_tempered/retrieval_usage.csv
33d4740ff2fb7e59c6f0457c1c2efaa56d53944d,1249171,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case5005_v3_atlas.png
84883899f72013e4fcb5d400041886ebc2b3e46c,1240442,results/20260626_dict_bank/variants/anchor_guided_dictionary/retrieval_usage.csv
5607199b021f43e516953128aeead8bf25b61f22,1238266,results/20260803_care_ase_r2_external_review_repair_v7/hard_negative_manifest_fold4.json
a6bc3563e0202304e4a548b3c0f091db0287bea2,1233401,results/20260803_care_ase_r2_final_code_blocker_closure/hard_negative_manifest_fold4.json
bb81841c4a138deff6d2dde8ad67de3d1f383f15,1231796,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2031_v3_atlas.png
e9369efe229b3e65c894f7c9d0e8f055d08d072b,1222969,docs/literature/domain_adaptation/Tensor-train methods for sequential state and parameter learning in state-space models - Zhao.pdf
57f9494508b2230563a9b3dc84e544eae2585398,1221212,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case5010_v3_atlas.png
ff48121ffdb89de03d5b9e3caea5a00ea657d7d0,1214781,results/20260803_care_ase_r2_external_review_repair_v7/hard_negative_manifest_fold1.json
adf9ecfe5711b8be8457d2bdf5f2382199ddde40,1209916,results/20260803_care_ase_r2_final_code_blocker_closure/hard_negative_manifest_fold1.json
f2546b832385f8f1bd2b66485c95e91fd2e953fd,1182102,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1022_v3_atlas.png
bce98336393c3dd61a981fed2144b56fd3cff753,1180260,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2035_v3_atlas.png
7f71bb621c2770bf7a34e27435cad6ee52f80bd4,1161481,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2025_v3_atlas.png
bdfac80516c34aef126f2509fce15467d7035522,1127053,docs/presentation/2026_08_01_care_group_meeting/hard_case_supplement_pages/Case2012.png
f5515ac0feb49d023f0207afabb0fa8cf32828ae,1123287,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case6009_v3_atlas.png
d027dac30d84cc8fa6f6cf7a42d84b012f247f21,1102670,results/20260803_care_ase_r2_final_pretraining_closure_v8/hard_negative_manifest_fold4.json
c4fb7d4ce64dae275fcfd155fa415779359acaa1,1102286,results/20260803_care_ase_r2_final_pretraining_closure_v8/hard_negative_manifest_fold1.json
92d8580667731245da0c28c078392af3eec25d26,1094014,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2023_v3_atlas.png
abee0b1a29eae308054d31d41e19d2dac247a4c2,1078776,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case3010_v3_atlas.png
863c12bc415da60d17ecee78da7e93af84990dc7,1076199,results/20260731_care_qif_v2_signal_audit/case_atlas.pdf
e1d9e8f2269d18ef57edce93c2d453bde38c62bc,1060667,results/20260730_care_failure_forensics_deep_research_packet/case_montages/contact_sheet_20_cases.png
e37d12ccac655da3d17619cf9cd16ad1383acbb1,1044683,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1029_v3_atlas.png
1090221493186929e2c3e69db2fad3c0f66f4766,1026310,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case3012_v3_atlas.png
9c89dd844c444cb6673208b80a213343a4a669b5,1018669,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/m9_component_remote_fp_hd95_report.csv
2ec568377caef210d6583693f36e03ecab0ae7cc,1012774,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1011_v3_atlas.png
6a70f15f77e913fe2ba9b2d455145ecf53837207,1011583,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/m9_refiner_asymmetry_ablation.csv
fdab0a34f7c074d781b99c1c50be7210272afe55,994336,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1005_v3_atlas.png
72a5a0a6f0d7a94575f64b54304703695f82a7aa,992359,docs/literature/domain_adaptation/Deep composition of tensor-trains using squared inverse Rosenblatt transports - Cui.pdf
aa37fa500bd4d3abeb864d9308abe22949e04b6e,981848,docs/notes/deep_research/care_2026_myocardium_round02_targeted_deep_research_original.pdf
407c148f4837827629b212fa0ffafd6f44f14962,980108,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case3017_v3_atlas.png
aa5bd47d7e3e96f5211092f8023011052d34e371,979578,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1033_v3_atlas.png
a2de5bc06d406b4ef2e68a3d258a7fb1717ef2a6,977836,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2015_v3_atlas.png
1dcfb705a61390ba28d7752b422803027d701cc9,976799,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-48.png
92171738b30e4fabf384212560bc58447c52260a,974846,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case6004_v3_atlas.png
51df42aacd20f2c4af166a9d1937282944e8532b,974416,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case3036_v3_atlas.png
e62a3a08cc9b1c3f81d55bcfdb18a0748421621d,965717,results/20260730_care_failure_forensics_deep_research_packet/v4_mosaic_m0_m10_casewise.csv
8fad7edc063ffbc683109c22c2ef75dba109c5f7,963224,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/m9_proposal_refiner_recall_precision.csv
e8b5df9b8c054bf532961fc1b51ba45da09d6a2b,960663,results/20260705_srr_v3_m7_training_and_cine_utilization/followup2_batch_composition.csv
33799169e1addd311a832072d95465f64af2e8bd,956917,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2009_v3_atlas.png
e16f12693f7b64b0d350b09bf76bcccf46b202d3,954684,results/20260626_dict_bank/variants/task_specific_dictionary/retrieval_usage.csv
f701fe369700d23904d8b51638960db805156450,952478,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2021_v3_atlas.png
bfadbcd8ddb87dd704bc7c035ea493029cca195a,950302,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1045_v3_atlas.png
f7004f6dab83ca4b3a6cf4b909d1fc41bbbf0527,946942,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case3006_v3_atlas.png
3b80c4cd9f29c402dcfeccd4a175040d72c4900b,945511,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2029_v3_atlas.png
35ba6b31793dd5304323821b07d2d3ff3e35365b,944406,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2010_v3_atlas.png
e7bd01adaf5244827010df9647f1f80f26d3a673,944232,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2034_v3_atlas.png
4900d65c432edaa79c44c5abd45a72cc43513cd3,942358,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case6001_v3_atlas.png
afef248244a4342d8f06bd7851a22bcd71017871,935105,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2014_v3_atlas.png
842699f9c8366500ea03ad79b9a3c26c6226c4f2,932917,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2030_v3_atlas.png
23686d67312b64ab09626d0bfc628a55889141c9,929421,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1054_v3_atlas.png
604b6fbfe4739dac342a18cac1fb8603f77ee0ed,900000,results/20260705_srr_v3_m7_training_and_cine_utilization/proposal_refiner_by_case.csv
de925230058fe0da2f24c51ca99d956ca4e642b3,899669,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case1014_v3_atlas.png
2f49fc2e9bca238d034ba9d756599e8327c945e8,897876,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case6010_v3_atlas.png
563d4bd428828f89cabbd64add8ba4c1c3185e64,896096,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2026_v3_atlas.png
17084688874c5c49788c0c6ee52751b541709978,892155,results/20260730_care_failure_forensics_deep_research_packet/v3_feature_probe_casewise.csv
bdcff1c45c033d094dbc01b0dd9af965dd4e4c8c,882227,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case2019_v3_atlas.png
37698abbb468a61f4f9fa6edb0e82237a521eca4,880472,results/20260629_srr_v2_unet_core/capacity_targeted_extras/variants/srr_v2_capacity12_scar_precision_nointeract/training_log.csv
52d82dfa709f244dfe1a04a19b8203ed00956355,865929,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-56.png
a6cef81bee6e100f6b2457ac4232620011bd54ba,858705,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-39.png
04a6e2347bd9b79131046028b40e8e873e865333,853686,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-35.png
2dcc8b682d36228e8cb6daf5bbc4c7f771a1b39a,848683,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-54.png
63b1d5ac6416e0693600116ad3edf73810cce869,838757,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/gate_b_evaluation/gate_b_outer_candidate_rows.csv
dae33c8a74677274c45b09e774f3f9d0eeb21c25,815063,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case7004_v3_atlas.png
1e428c3237a36b345f4cdb26facea80f87a1db80,805559,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case7009_v3_atlas.png
186182b98a6b983b604e5006660647994b6fe9b1,782103,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-55.png
b0563bbe5584b1ae0c72a22ee5974795ebee391a,781718,results/srr_production/code_maturity/batch1_anchor_oof_manifest.json
7c040c92983cb3f5c43b1ce64e0f883b9572e49c,773510,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-36.png
bcc99f09e8f9c117eb93ee9e35f8e53a22cc712c,769614,results/srr_production/code_maturity/batch1_anchor_oof_manifest.json
ebb3a0b4e011ce34a1dc31006c0bcaecb488f934,755638,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case8021_v3_atlas.png
836c95589753834dcb0f45dd41027aafcf41b6a1,753722,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-44.png
0f3015789ec97d12644cd2313e1a8e998b740be5,753438,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0_r2_balanced_c2_bank_lite/gate_b_r2_evaluation/gate_b_r2_inner_selection_rows.csv
3b10194579fe20016481de1a5d9b112f12e8515c,744260,results/20260708_srr_v3_m9_dictionary_fidelity_repair_training/m9_training_curves.csv
1875d2c80f509bae59d8dab7e96868290bf6fb53,723108,results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_proposal_refiner_recall_precision.csv
23047f4cab83f246d0150e98826906631595a8e3,722291,results/20260625_srr_recovery/variants/srr_expert_dropout/retrieval_usage.csv
890ca47c9698ee8458f5d63950fc806911d7e4ba,721706,results/20260707_srr_v3_m8_editor_grade_leaderboard_sprint/m8_arbitration_opening_diagnostics.csv
5dcefba4a35eafea097c5964c05182bdc8ffa55d,718380,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-30.png
dd45b0bd98d9d0b00ac6094adfa4a502d4772f5c,718081,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-41.png
799e8ca5eeb29f29dadddd499de64a9dd58e6641,717871,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-47.png
7a5ab35933f7022bd149504dda1bf5d8b441e149,712210,results/20260625_srr_recovery/variants/srr_expert_dropout/retrieval_usage.csv
b1cccff454b393e12f2bee0505dcb961db454fd0,709981,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-18.png
23aa87ea45c2e59e2747e46e440db4ca4e86a4df,708679,results/20260629_srr_v2_unet_core/capacity_targeted_extras/variants/srr_v2_capacity12_edema_t2_focus/training_log.csv
c7f283ea3745cca45554053439639de583785701,708039,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0_r1/gate_b_r1_evaluation/gate_b_r1_outer_candidate_rows.csv
d43e5bb0c240a10695c03d001c792ea60a5b755c,707180,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-45.png
1d5559859f0198e13f1a8fecf1d1c9c05356f6f1,705709,docs/figures/round03_route_architecture/round03_routeB_routeC_aligned_network_detail.png
6897133d57b362ce35854bf24eb88b458aaf4d90,699453,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-23.png
f965b1dafe70878d955a7cb757d433a63761d7d3,689907,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-21.png
36ba1528e519184e40f0258cb53b5c9d5145c2de,685694,results/20260704_myops_anchor_srr_fold0_formal/training_curves.csv
3184efdd46d70fb6cacea6318d03e8de7173919f,684691,docs/presentation/2026_08_01_care_group_meeting/hard_case_supplement_pages/Case3027.png
091c7be9d7a024ce8ac0287b8f7b2bb9bdd35833,677720,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-42.png
666f417ced7dd2c774f42f206e8b4128f3e33bc8,676806,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-57.png
4bb952ad8ecd8711b72456972ca9d6553e8fe619,676723,results/20260731_care_myopath_a0_a3_full_volume_closure/full_volume_case_atlas.pdf
c6215e3fcc7f466f60b6d867c522eca71f34007a,676340,results/20260731_care_qif_v2_signal_audit/intensity_feature_manifest.json
0e471928eff5276a348d21a6ff8f200293bf80dd,676244,results/20260625_srr_rescue_ablate/variants/retrieval_no_sip_or_weak_sip/retrieval_usage.csv
e574a4825ddbb00675b3a6491d929dffa5c9683d,670858,results/20260730_care_failure_forensics_deep_research_packet/v4_pdf_pages/page-19.png
6262014ff6087aa43b427c090c525962740bf4cf,668143,results/20260625_srr_rescue_ablate/variants/retrieval_no_sip_or_weak_sip/retrieval_usage.csv
d52eecc32d3b8e585ebcaabe2c9396695c1ee4e5,667203,results/20260730_care_failure_forensics_deep_research_packet/case_montages_v3/Case8017_v3_atlas.png
d68e014288cb8b6832036fe465f2e9bf17ca71ee,665664,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-40.png
8f1e564e3dfb78b48392057a3e0eb33310d91467,663692,results/20260730_care_failure_forensics_deep_research_packet/v3_pdf_pages/page-22.png
