checkpoint_step,checkpoint,case_id,candidate_index,pathology,candidate_type,utility_score,utility_regression,accept_target,utility_target,target_reason,candidate_level_refiner_dice,roi_voxels,gt_voxels_in_candidate_roi,refined_voxels_in_candidate_roi,source
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,22,edema_zone,ADD_FN,0.0009170622323436565,-1.0,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,182,0,182,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,23,edema_zone,ADD_FN,0.0010755760697252143,-1.0,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,287,0,287,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,24,edema_zone,ADD_FN,0.5648820852107093,-0.7538731098175049,1,1.0,formula,0.84375,61,35,29,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,25,edema_zone,ADD_FN,0.5505277333603474,-0.6742291450500488,1,1.0,formula,0.8571428571428571,61,41,36,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,26,edema_zone,ADD_FN,0.5538713053734501,-0.710090696811676,1,1.0,formula,0.8732394366197183,57,40,31,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,27,edema_zone,ADD_FN,0.5434409169381079,-0.7982001304626465,1,0.9482758620689655,formula,0.7391304347826086,57,21,25,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,28,edema_zone,ADD_FN,0.5541621979316493,-0.6732368469238281,1,1.0,formula,0.8909090909090909,99,57,53,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,29,edema_zone,ADD_FN,0.5527857747629857,-0.6463685631752014,1,1.0,formula,0.9247311827956989,93,46,47,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,30,edema_zone,ADD_FN,0.551054152737962,-0.6694959402084351,1,1.0,formula,0.9315068493150684,81,36,37,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,31,edema_zone,ADD_FN,0.5096177403300403,-0.6455647349357605,1,1.0,formula,0.8440036068530208,1254,613,496,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,32,edema_zone,ADD_FN,0.563910599450843,-0.6661113500595093,1,1.0,formula,0.9166666666666666,81,36,36,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,33,edema_zone,ADD_FN,0.5363422323864813,-0.7013154029846191,1,1.0,formula,0.9523809523809523,57,30,33,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,34,edema_zone,ADD_FN,0.5137755942783346,-0.6759388446807861,1,1.0,formula,0.9210084033613445,650,288,307,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,35,edema_zone,ADD_FN,0.48740986940719316,-0.5602592825889587,1,1.0,formula,0.7317744154057771,2002,748,706,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,36,edema_zone,ADD_FN,0.5248395258935687,-0.6033378839492798,1,1.0,formula,0.8695652173913043,164,34,35,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,37,edema_zone,ADD_FN,0.3995053983444547,-0.7341880202293396,1,0.6009615384615384,formula,0.6835443037974683,57,27,52,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,38,edema_zone,ADD_FN,0.40542680992228686,-0.6960870027542114,1,0.7727272727272727,formula,0.7307692307692307,143,76,132,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,39,edema_zone,ADD_FN,0.5256143607211246,-0.6596043109893799,1,1.0,formula,0.7741935483870968,107,44,49,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,40,edema_zone,ADD_FN,0.37539017245919276,-0.7296892404556274,1,0.6029411764705882,formula,0.6923076923076923,57,27,51,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,41,edema_zone,ADD_FN,0.3930042310610976,-0.7072937488555908,1,0.9295774647887324,formula,0.7758620689655172,78,45,71,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,42,edema_zone,ADD_FN,0.4168773609933858,-0.6293849945068359,1,0.2727272727272727,formula,0.6031746031746031,61,20,43,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,43,edema_zone,ADD_FN,0.4350934124140071,-0.665881872177124,1,1.0,formula,0.8497854077253219,163,99,134,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,44,edema_zone,ADD_FN,0.4875083934694645,-0.6553770303726196,1,1.0,formula,0.7917098445595855,1694,485,480,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,45,edema_zone,ADD_FN,0.48370137673141667,-0.6110770106315613,1,0.6929824561403509,formula,0.7191011235955056,78,32,57,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,46,edema_zone,ADD_FN,0.5118838143056373,-0.602157473564148,1,0.6510416666666666,formula,0.7027027027027027,78,26,48,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,47,edema_zone,ADD_FN,0.005419458947922421,-0.9999990463256836,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,238,0,238,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,48,edema_zone,ADD_FN,0.48195734200505214,-0.7142562866210938,1,1.0,formula,0.8704663212435233,193,105,88,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,49,edema_zone,ADD_FN,0.13656729690592445,-0.9715667366981506,0,-1.0,formula,0.0,145,0,4,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,50,edema_zone,ADD_FN,0.0009563276302798217,-1.0,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,57,0,57,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,51,edema_zone,ADD_FN,0.5186921265760144,-0.6953908205032349,1,1.0,formula,0.782608695652174,78,37,32,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,52,edema_zone,ADD_FN,0.005003093910431988,-0.9999993443489075,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,61,0,61,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,53,edema_zone,ADD_FN,0.5173398094348571,-0.7202140092849731,1,1.0,formula,0.7755102040816326,57,24,25,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,54,edema_zone,ADD_FN,0.5294941245331751,-0.6337490081787109,1,1.0,formula,0.7875647668393783,220,91,102,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,55,edema_zone,ADD_FN,0.5305261985243342,-0.5800581574440002,1,1.0,formula,0.6719367588932806,337,164,89,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,56,edema_zone,ADD_FN,0.0022279020558203964,-0.9999999403953552,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,243,0,243,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,57,edema_zone,ADD_FN,0.015314930924402254,-0.9999583959579468,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,98,0,98,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,58,edema_zone,ADD_FN,0.000897278672236602,-1.0,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,120,0,120,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,59,edema_zone,ADD_FN,0.004389761971585536,-0.9999995827674866,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,104,0,104,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,60,edema_zone,ADD_FN,0.0041660048782678405,-0.9999997019767761,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,125,0,125,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,61,edema_zone,ADD_FN,0.0014385955601550673,-1.0,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,668,0,668,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,62,edema_zone,ADD_FN,0.001086070069491328,-1.0,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,159,0,159,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,63,edema_zone,ADD_FN,0.0008943718754241763,-1.0,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,194,0,194,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,64,edema_zone,ADD_FN,0.0007509878119982783,-1.0,0,-1.0,forced_reject_remote_gt_distance_gt_20mm,0.0,78,0,78,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,65,edema_zone,ADD_FN,0.5535873616273618,-0.7703201174736023,1,1.0,formula,0.9841269841269841,92,64,62,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,66,edema_zone,ADD_FN,0.5427575727036992,-0.7389419078826904,1,1.0,formula,0.782608695652174,60,30,39,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,67,edema_zone,ADD_FN,0.5294747517065048,-0.70784592628479,1,0.5697674418604651,formula,0.65625,60,25,39,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,68,edema_zone,ADD_FN,0.34459578338618735,-0.7688256502151489,1,0.8846153846153846,formula,0.7419354838709677,60,25,37,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,69,edema_zone,ADD_FN,0.3522916231850709,-0.718198299407959,1,0.2925531914893617,formula,0.5970149253731343,60,21,46,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,70,edema_zone,ADD_FN,0.3481260443704356,-0.7082864046096802,1,0.0945945945945946,formula,0.5490196078431373,44,14,37,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,71,edema_zone,ADD_FN,0.34121799532188735,-0.7326940298080444,0,-0.02857142857142857,formula,0.5106382978723404,44,12,35,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,72,edema_zone,ADD_FN,0.3388189489675257,-0.7479060888290405,0,-0.12857142857142856,formula,0.4782608695652174,44,11,35,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,73,edema_zone,ADD_FN,0.3424535737584433,-0.7345688343048096,0,-0.12857142857142856,formula,0.4782608695652174,44,11,35,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,74,edema_zone,ADD_FN,0.3514015078719386,-0.7085698246955872,1,0.046052631578947366,formula,0.5384615384615384,44,14,38,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,75,edema_zone,ADD_FN,0.3745545774808172,-0.6783673167228699,1,0.21710526315789475,formula,0.5925925925925926,44,16,38,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,76,edema_zone,ADD_FN,0.4944217172697612,-0.6073154211044312,1,0.9166666666666666,formula,0.7647058823529411,60,26,42,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,77,edema_zone,ADD_FN,0.442787276857287,-0.7187753915786743,1,0.9848484848484849,formula,0.625,44,32,16,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,78,edema_zone,REVISE_FP,0.48337603508216964,-0.6470277309417725,1,0.01217601822842495,formula,0.828437917222964,5566,3093,2899,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,79,scar,ADD_FN,0.3634212637840986,-0.09902232140302658,0,-0.2149122807017544,formula,0.29850746268656714,57,29,38,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,80,scar,ADD_FN,0.3612185758594835,-0.10351663827896118,0,-0.13596491228070176,formula,0.34782608695652173,57,29,40,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,81,scar,ADD_FN,0.35817115259148186,-0.012643539346754551,0,-0.3026315789473684,formula,0.18326693227091634,510,259,243,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,82,scar,ADD_FN,0.3608425671171173,-0.10970056056976318,1,0.3991228070175439,formula,0.5194805194805194,57,39,38,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,83,scar,ADD_FN,0.34212358304330986,0.06371086090803146,1,0.20833333333333334,formula,0.2857142857142857,57,26,9,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,84,scar,ADD_FN,0.37756155392879004,-0.137959286570549,1,0.46153846153846156,formula,0.532258064516129,92,65,59,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,85,scar,ADD_FN,0.3351345949004607,0.0032626050524413586,1,0.00819672131147541,formula,0.3055555555555556,61,41,31,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,86,scar,ADD_FN,0.3062981831763857,0.11718151718378067,1,0.16129032258064516,formula,0.2777777777777778,57,26,10,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,87,scar,ADD_FN,0.31138095043388203,0.05983739346265793,0,-0.0546875,formula,0.11764705882352941,57,27,7,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,88,scar,ADD_FN,0.3331311978631264,0.02736244723200798,0,-0.10060975609756098,formula,0.23655913978494625,84,55,38,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,89,scar,ADD_FN,0.4091584158441402,-0.20895583927631378,1,0.0035014005602240898,formula,0.37727272727272726,363,206,234,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,90,scar,ADD_FN,0.307338602765266,0.051929861307144165,0,-0.13157894736842105,formula,0.0,57,34,4,old_formal_inner12_exact_two_pass_full_volume_candidate
500,results/20260728_care_dpr_fold0_global_redesign/runtime/formal_fold0/checkpoints/checkpoint_step00500.pt,Case2003,91,scar,ADD_FN,0.3619883931497249,-0.05822296068072319,0,-0.1658653846153846,formula,0.20689655172413793,107,68,48,old_formal_inner12_exact_two_pass_full_volume_candidate
