timestamp_utc,event,executor,stage,partition,job_id,state,exit_code,output_root,credit,lineage_note
2026-07-18T10:25:00Z,cancelled_operational_defect,B3,evidence_warmup,htzhulab,59451083,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_1,zero,cancelled while pending because original sbatch script lacked atomic winner lock
2026-07-18T10:25:00Z,cancelled_operational_defect,B3,evidence_warmup,a100-gpu,59451089,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_a100_1,zero,cancelled while pending because original sbatch script lacked atomic winner lock
2026-07-18T10:26:00Z,operational_retry_submitted,B3,evidence_warmup,htzhulab,59452474,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_htzhulab_2,pending,replacement attempt using atomic winner lock wrapper
2026-07-18T10:26:00Z,operational_retry_submitted,B3,evidence_warmup,a100-gpu,59452498,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_a100_2,pending,replacement attempt using atomic winner lock wrapper
2026-07-18T10:37:27Z,monitor_snapshot,B3,evidence_warmup,l40-gpu,59451918,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_l40_1,pending,sacct elapsed 00:00:00 start Unknown
2026-07-18T10:37:27Z,monitor_snapshot,B3,evidence_warmup,htzhulab,59452474,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_2,pending,sacct elapsed 00:00:00 start Unknown
2026-07-18T10:37:27Z,monitor_snapshot,B3,evidence_warmup,a100-gpu,59452498,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_a100_2,pending,sacct elapsed 00:00:00 start Unknown
2026-07-18T10:43:23Z,terminal_accounting,B3,evidence_warmup,l40-gpu,59451918,CANCELLED by 397557,0:0,results/route_B/runtime/round03/B3/attempt_l40_1,zero,cancelled before start; no runtime evidence or training credit
2026-07-18T10:44:26Z,operational_retry_submitted,B3,evidence_warmup,volta-gpu,59452778,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_volta_3,pending,V100 diagnostic retry with route-local scheduler stdout capture
2026-07-18T10:46:08Z,terminal_accounting,B3,evidence_warmup,volta-gpu,59452778,FAILED,2:0,results/route_B/runtime/round03/B3/attempt_volta_3,zero,diagnostic stdout showed inherited CARE_ROOT redirected wrapper to main CARE before hardening; no Route B runtime evidence
2026-07-18T10:46:08Z,cancelled_operational_defect,B3,evidence_warmup,htzhulab,59452474,CANCELLED by 397557,0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_2,zero,cancelled while pending to prevent inherited CARE_ROOT from starting outside route_B
2026-07-18T10:46:08Z,cancelled_operational_defect,B3,evidence_warmup,a100-gpu,59452498,CANCELLED by 397557,0:0,results/route_B/runtime/round03/B3/attempt_a100_2,zero,cancelled while pending to prevent inherited CARE_ROOT from starting outside route_B
2026-07-18T10:48:16Z,operational_retry_submitted,B3,evidence_warmup,htzhulab,59452967,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_htzhulab_3,pending,corrected race attempt with forced Route B CARE_ROOT
2026-07-18T10:48:16Z,operational_retry_submitted,B3,evidence_warmup,volta-gpu,59452968,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_volta_4,pending,corrected exact-compatible V100 race attempt with forced Route B CARE_ROOT
2026-07-18T10:48:16Z,operational_retry_submitted,B3,evidence_warmup,a100-gpu,59452969,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_a100_3,pending,corrected a100 race attempt with forced Route B CARE_ROOT
2026-07-18T10:49:24Z,race_winner_started,B3,evidence_warmup,volta-gpu,59452968,RUNNING,0:0,results/route_B/runtime/round03/B3/attempt_volta_4,pending,started on g0316; pending htzhulab/a100 mirrors cancelled
2026-07-18T10:49:24Z,race_loser_cancelled,B3,evidence_warmup,htzhulab,59452967,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_3,zero,cancelled while pending after V100 winner start
2026-07-18T10:49:24Z,race_loser_cancelled,B3,evidence_warmup,a100-gpu,59452969,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_a100_3,zero,cancelled while pending after V100 winner start
2026-07-18T10:52:49Z,terminal_accounting,B3,evidence_warmup,volta-gpu,59452968,FAILED,1:0,results/route_B/runtime/round03/B3/attempt_volta_4,zero,CUDA no-kernel-image on Tesla V100 with current PyTorch build; failed winner lock retired for compatible retry
2026-07-18T10:53:46Z,operational_retry_submitted,B3,evidence_warmup,htzhulab,59453051,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_htzhulab_4,pending,compatible retry after V100 runtime incompatibility
2026-07-18T10:53:46Z,operational_retry_submitted,B3,evidence_warmup,a100-gpu,59453052,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_a100_4,pending,compatible retry after V100 runtime incompatibility
2026-07-18T10:53:46Z,monitor_snapshot,B3,evidence_warmup,htzhulab,59453051,PENDING(Resources),0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_4,pending,squeue start estimate N/A
2026-07-18T10:53:46Z,monitor_snapshot,B3,evidence_warmup,a100-gpu,59453052,PENDING(None),0:0,results/route_B/runtime/round03/B3/attempt_a100_4,pending,squeue start estimate N/A
2026-07-18T11:02:00Z,monitor_snapshot,B3,evidence_warmup,htzhulab,59453051,PENDING(Resources),0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_4,pending,no route_B runtime files beyond retired V100 lock
2026-07-18T11:02:00Z,monitor_snapshot,B3,evidence_warmup,a100-gpu,59453052,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_a100_4,pending,no route_B runtime files beyond retired V100 lock
2026-07-18T11:09:24Z,monitor_snapshot,B3,evidence_warmup,htzhulab,59453051,PENDING(Resources),0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_4,pending,explicit race-watch snapshot
2026-07-18T11:09:24Z,monitor_snapshot,B3,evidence_warmup,a100-gpu,59453052,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_a100_4,pending,explicit race-watch snapshot
2026-07-18T11:10:48Z,non_default_fallback_submitted,B3,evidence_warmup,l40-gpu,59453374,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_l40_2,pending,corrected exact-config fallback after V100 CUDA incompatibility; no semantic downscaling
2026-07-18T11:15:15Z,monitor_snapshot,B3,evidence_warmup,htzhulab,59453051,PENDING(Resources),0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_4,pending,compatible race snapshot
2026-07-18T11:15:15Z,monitor_snapshot,B3,evidence_warmup,a100-gpu,59453052,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_a100_4,pending,compatible race snapshot
2026-07-18T11:15:15Z,monitor_snapshot,B3,evidence_warmup,l40-gpu,59453374,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_l40_2,pending,compatible race snapshot
2026-07-18T11:19:53Z,monitor_snapshot,B3,evidence_warmup,htzhulab,59453051,PENDING(Resources),0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_4,pending,compatible race snapshot
2026-07-18T11:19:53Z,monitor_snapshot,B3,evidence_warmup,a100-gpu,59453052,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_a100_4,pending,compatible race snapshot
2026-07-18T11:19:53Z,monitor_snapshot,B3,evidence_warmup,l40-gpu,59453374,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_l40_2,pending,compatible race snapshot
2026-07-18T11:35:36Z,cancelled_resource_retry,B3,evidence_warmup,htzhulab,59453051,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_4,zero,pending 8h mirror replaced by same scientific command with 4h walltime
2026-07-18T11:35:36Z,cancelled_resource_retry,B3,evidence_warmup,a100-gpu,59453052,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_a100_4,zero,pending 8h mirror replaced by same scientific command with 4h walltime
2026-07-18T11:35:36Z,cancelled_resource_retry,B3,evidence_warmup,l40-gpu,59453374,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_l40_2,zero,pending 8h mirror replaced by same scientific command with 4h walltime
2026-07-18T11:35:36Z,resource_retry_submitted,B3,evidence_warmup,a100-gpu,59453903,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_a100_5,pending,same B3 scientific contract with 4h walltime override
2026-07-18T11:35:36Z,resource_retry_submitted,B3,evidence_warmup,htzhulab,59453904,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_htzhulab_5,pending,same B3 scientific contract with 4h walltime override
2026-07-18T11:35:36Z,resource_retry_submitted,B3,evidence_warmup,l40-gpu,59453905,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_l40_3,pending,same B3 scientific contract with 4h walltime override; exact-config non-default fallback
2026-07-18T11:35:36Z,monitor_snapshot,B3,evidence_warmup,l40-gpu,59453905,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_l40_3,pending,squeue start estimate 2026-07-19T04:30:00
2026-07-18T11:35:36Z,monitor_snapshot,B3,evidence_warmup,htzhulab,59453904,PENDING(Resources),0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_5,pending,squeue start estimate 2026-07-19T20:22:21
2026-07-18T11:35:36Z,monitor_snapshot,B3,evidence_warmup,a100-gpu,59453903,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_a100_5,pending,squeue start estimate 2026-07-22T23:15:00
2026-07-18T11:52:01Z,terminal_accounting,B3,evidence_warmup,l40-gpu,59453905,CANCELLED by 397557,0:0,results/route_B/runtime/round03/B3/attempt_l40_3,zero,cancelled before start; no route_B runtime evidence or training credit
2026-07-18T11:52:01Z,monitor_snapshot,B3,evidence_warmup,htzhulab,59453904,PENDING(Resources),0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_5,pending,L40 mirror no longer active
2026-07-18T11:52:01Z,monitor_snapshot,B3,evidence_warmup,a100-gpu,59453903,PENDING(Priority),0:0,results/route_B/runtime/round03/B3/attempt_a100_5,pending,L40 mirror no longer active
2026-07-18T13:02:37Z,race_winner_started,B3,evidence_warmup,htzhulab,59453904,RUNNING,0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_5,pending,started on g1807htzh01; preflight PASS and route-local winner lock written
2026-07-18T13:02:37Z,race_loser_cancelled,B3,evidence_warmup,a100-gpu,59453903,CANCELLED by 397557,0:0,results/route_B/runtime/round03/B3/attempt_a100_5,zero,cancelled while pending after htzhulab winner start
2026-07-18T13:10:46Z,terminal_accounting,B3,evidence_warmup,htzhulab,59453904,FAILED,2:0,results/route_B/runtime/round03/B3/attempt_htzhulab_5,zero,6000 steps completed but B3 gate failed because train_loop_seconds 300.9 < 1800 and anatomy_union_overfit false; shared selected checkpoint quarantined
2026-07-18T13:13:19Z,operational_retry_submitted,B3,evidence_warmup,a100-gpu,59456643,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_a100_6,pending,trainer patched to enforce both step and time gates before PASS/shared checkpoint publication
2026-07-18T13:13:19Z,operational_retry_submitted,B3,evidence_warmup,htzhulab,59456644,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_htzhulab_6,pending,trainer patched to enforce both step and time gates before PASS/shared checkpoint publication
2026-07-18T13:26:05Z,cancelled_resource_retry,B3,evidence_warmup,a100-gpu,59456643,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_a100_6,zero,pending 4h corrected retry replaced by same scientific command with 2h walltime
2026-07-18T13:26:05Z,cancelled_resource_retry,B3,evidence_warmup,htzhulab,59456644,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_6,zero,pending 4h corrected retry replaced by same scientific command with 2h walltime
2026-07-18T13:26:05Z,resource_retry_submitted,B3,evidence_warmup,htzhulab,59457075,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_htzhulab_7,pending,same corrected B3 scientific contract with 2h walltime override
2026-07-18T13:26:05Z,resource_retry_submitted,B3,evidence_warmup,a100-gpu,59457076,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_a100_7,pending,same corrected B3 scientific contract with 2h walltime override
2026-07-18T13:27:21Z,cancelled_resource_retry,B3,evidence_warmup,htzhulab,59457075,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_7,zero,pending 2h corrected retry replaced by same scientific command with 1h walltime
2026-07-18T13:27:21Z,cancelled_resource_retry,B3,evidence_warmup,a100-gpu,59457076,CANCELLED,0:0,results/route_B/runtime/round03/B3/attempt_a100_7,zero,pending 2h corrected retry replaced by same scientific command with 1h walltime
2026-07-18T13:27:21Z,resource_retry_submitted,B3,evidence_warmup,htzhulab,59457115,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_htzhulab_8,pending,same corrected B3 scientific contract with 1h walltime override
2026-07-18T13:27:21Z,resource_retry_submitted,B3,evidence_warmup,a100-gpu,59457116,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_a100_8,pending,same corrected B3 scientific contract with 1h walltime override
2026-07-18T13:28:49Z,race_winner_started,B3,evidence_warmup,htzhulab,59457115,RUNNING,0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_8,pending,started on g180702; preflight PASS and route-local winner lock written
2026-07-18T13:28:49Z,race_loser_cancelled,B3,evidence_warmup,a100-gpu,59457116,CANCELLED by 397557,0:0,results/route_B/runtime/round03/B3/attempt_a100_8,zero,cancelled while pending after htzhulab winner start
2026-07-18T14:03:16Z,terminal_accounting,B3,evidence_warmup,htzhulab,59457115,FAILED,2:0,results/route_B/runtime/round03/B3/attempt_htzhulab_8,terminal_negative,62346 steps and 1801.4 seconds completed but anatomy_union_overfit remained false; B3 scientific gate failure blocks B4 by contract
2026-07-18T17:27:53Z,sampler_revision_submitted,B3,evidence_warmup,htzhulab,59490811,SUBMITTED,,results/route_B/runtime/round03/B3/attempt_htzhulab_samplerfix_1,pending,repaired frozen EESR sampler rerun after reviewer 47d0cad; htzhulab first with no a100 mirror because a100 queue was materially worse
2026-07-18T17:28:18Z,race_winner_started,B3,evidence_warmup,htzhulab,59490811,RUNNING,0:0,results/route_B/runtime/round03/B3/attempt_htzhulab_samplerfix_1,pending,started on g180702; fresh winner lock acquired for sampler-fix rerun
2026-07-18T18:01:32Z,terminal_accounting,B3,evidence_warmup,htzhulab,59490811,FAILED,2:0,results/route_B/runtime/round03/B3/attempt_htzhulab_samplerfix_1,terminal_negative,43003 steps and 1800.8 seconds completed with faithful EESR sampler evidence; anatomy_union_overfit remained false so B3 scientific gate failure blocks B4 by contract
