canonical_eval_prediction_path,case_id,gt_size_xyz,gt_spacing_xyz,label_space,nested_output_normalized,normalized_prediction_path,raw_geometry_status,raw_prediction_path,raw_size_xyz,raw_spacing_xyz,raw_unique_labels,standardized_geometry_status
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1045.nii.gz,Case1045,"[256, 256, 9]","[1.4844000339508057, 1.4844000339508057, 12.5]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1045.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case1045/Case1045_pred.nii.gz,"[256, 256, 9]","[1.4844000339508057, 1.4844000339508057, 12.5]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1047.nii.gz,Case1047,"[256, 256, 24]","[1.4452999830245972, 1.4452999830245972, 5.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1047.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case1047/Case1047_pred.nii.gz,"[256, 256, 24]","[1.4452999830245972, 1.4452999830245972, 5.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1053.nii.gz,Case1053,"[256, 256, 9]","[1.5625, 1.5625, 13.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1053.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case1053/Case1053_pred.nii.gz,"[256, 256, 9]","[1.5625, 1.5625, 13.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1062.nii.gz,Case1062,"[256, 256, 20]","[1.3280999660491943, 1.3280999660491943, 5.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1062.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case1062/Case1062_pred.nii.gz,"[256, 256, 20]","[1.3280999660491943, 1.3280999660491943, 5.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1070.nii.gz,Case1070,"[256, 256, 20]","[1.25, 1.25, 4.5]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1070.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case1070/Case1070_pred.nii.gz,"[256, 256, 20]","[1.25, 1.25, 4.5]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1073.nii.gz,Case1073,"[256, 256, 10]","[1.3672000169754028, 1.3672000169754028, 10.5]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1073.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case1073/Case1073_pred.nii.gz,"[256, 256, 10]","[1.3672000169754028, 1.3672000169754028, 10.5]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1080.nii.gz,Case1080,"[256, 256, 9]","[1.4844000339508057, 1.4844000339508057, 11.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case1080.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case1080/Case1080_pred.nii.gz,"[256, 256, 9]","[1.4844000339508057, 1.4844000339508057, 11.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2002.nii.gz,Case2002,"[264, 251, 6]","[1.328125, 1.328125, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2002.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case2002/Case2002_pred.nii.gz,"[264, 251, 6]","[1.328125, 1.328125, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2007.nii.gz,Case2007,"[160, 166, 6]","[1.7708333730697632, 1.7708333730697632, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2007.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case2007/Case2007_pred.nii.gz,"[160, 166, 6]","[1.7708333730697632, 1.7708333730697632, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2008.nii.gz,Case2008,"[225, 257, 5]","[1.328125, 1.328125, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2008.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case2008/Case2008_pred.nii.gz,"[225, 257, 5]","[1.328125, 1.328125, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2017.nii.gz,Case2017,"[248, 257, 5]","[1.7708333730697632, 1.7708333730697632, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2017.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case2017/Case2017_pred.nii.gz,"[248, 257, 5]","[1.7708333730697632, 1.7708333730697632, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2020.nii.gz,Case2020,"[160, 160, 6]","[1.7708333730697632, 1.7708333730697632, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2020.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case2020/Case2020_pred.nii.gz,"[160, 160, 6]","[1.7708333730697632, 1.7708333730697632, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2031.nii.gz,Case2031,"[247, 255, 3]","[1.7708333730697632, 1.7708333730697632, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2031.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case2031/Case2031_pred.nii.gz,"[247, 255, 3]","[1.7708333730697632, 1.7708333730697632, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2033.nii.gz,Case2033,"[225, 247, 7]","[1.328125, 1.328125, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case2033.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case2033/Case2033_pred.nii.gz,"[225, 247, 7]","[1.328125, 1.328125, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3004.nii.gz,Case3004,"[481, 478, 6]","[0.7290666699409485, 0.7290666699409485, 12.000001907348633]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3004.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case3004/Case3004_pred.nii.gz,"[481, 478, 6]","[0.7290666699409485, 0.7290666699409485, 12.000001907348633]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3011.nii.gz,Case3011,"[489, 498, 2]","[0.7290666699409485, 0.7290666699409485, 23.000001907348633]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3011.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case3011/Case3011_pred.nii.gz,"[489, 498, 2]","[0.7290666699409485, 0.7290666699409485, 23.000001907348633]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3012.nii.gz,Case3012,"[477, 477, 5]","[0.7290666699409485, 0.7290666699409485, 13.999999046325684]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3012.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case3012/Case3012_pred.nii.gz,"[477, 477, 5]","[0.7290666699409485, 0.7290666699409485, 13.999999046325684]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3023.nii.gz,Case3023,"[481, 479, 3]","[0.7291666865348816, 0.7291666865348816, 23.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3023.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case3023/Case3023_pred.nii.gz,"[481, 479, 3]","[0.7291666865348816, 0.7291666865348816, 23.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3026.nii.gz,Case3026,"[474, 471, 5]","[0.7290666699409485, 0.7290666699409485, 14.00000286102295]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3026.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case3026/Case3026_pred.nii.gz,"[474, 471, 5]","[0.7290666699409485, 0.7290666699409485, 14.00000286102295]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3034.nii.gz,Case3034,"[462, 458, 4]","[0.7290666699409485, 0.7290666699409485, 23.000001907348633]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3034.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case3034/Case3034_pred.nii.gz,"[462, 458, 4]","[0.7290666699409485, 0.7290666699409485, 23.000001907348633]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3038.nii.gz,Case3038,"[506, 508, 3]","[0.7421875, 0.7421875, 13.999996185302734]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3038.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case3038/Case3038_pred.nii.gz,"[506, 508, 3]","[0.7421875, 0.7421875, 13.999996185302734]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3040.nii.gz,Case3040,"[498, 495, 3]","[0.7290666699409485, 0.7290666699409485, 22.999998092651367]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3040.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case3040/Case3040_pred.nii.gz,"[498, 495, 3]","[0.7290666699409485, 0.7290666699409485, 22.999998092651367]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3044.nii.gz,Case3044,"[501, 499, 3]","[0.7290666699409485, 0.7290666699409485, 23.000001907348633]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case3044.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case3044/Case3044_pred.nii.gz,"[501, 499, 3]","[0.7290666699409485, 0.7290666699409485, 23.000001907348633]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case5005.nii.gz,Case5005,"[256, 256, 6]","[1.3671875, 1.3671875, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case5005.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case5005/Case5005_pred.nii.gz,"[256, 256, 6]","[1.3671875, 1.3671875, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case6001.nii.gz,Case6001,"[288, 288, 8]","[1.25, 1.25, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case6001.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case6001/Case6001_pred.nii.gz,"[288, 288, 8]","[1.25, 1.25, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case6010.nii.gz,Case6010,"[288, 288, 7]","[1.25, 1.25, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case6010.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case6010/Case6010_pred.nii.gz,"[288, 288, 7]","[1.25, 1.25, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case7005.nii.gz,Case7005,"[200, 256, 6]","[1.40625, 1.40625, 8.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case7005.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case7005/Case7005_pred.nii.gz,"[200, 256, 6]","[1.40625, 1.40625, 8.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8003.nii.gz,Case8003,"[192, 256, 8]","[1.3671875, 1.3671875, 11.250004768371582]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8003.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case8003/Case8003_pred.nii.gz,"[192, 256, 8]","[1.3671875, 1.3671875, 11.250004768371582]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8011.nii.gz,Case8011,"[192, 256, 8]","[1.484375, 1.484375, 11.249999046325684]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8011.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case8011/Case8011_pred.nii.gz,"[192, 256, 8]","[1.484375, 1.484375, 11.249999046325684]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8015.nii.gz,Case8015,"[206, 256, 8]","[1.3671875, 1.3671875, 10.0]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8015.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case8015/Case8015_pred.nii.gz,"[206, 256, 8]","[1.3671875, 1.3671875, 10.0]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8019.nii.gz,Case8019,"[192, 256, 8]","[1.484375, 1.484375, 11.25]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8019.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case8019/Case8019_pred.nii.gz,"[192, 256, 8]","[1.484375, 1.484375, 11.25]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8021.nii.gz,Case8021,"[192, 256, 8]","[1.484375, 1.484375, 11.699999809265137]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8021.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case8021/Case8021_pred.nii.gz,"[192, 256, 8]","[1.484375, 1.484375, 11.699999809265137]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8022.nii.gz,Case8022,"[192, 256, 8]","[1.3671875, 1.3671875, 9.999998092651367]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8022.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case8022/Case8022_pred.nii.gz,"[192, 256, 8]","[1.3671875, 1.3671875, 9.999998092651367]","[0, 200, 500, 600, 1220, 2221]",PASS
results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8023.nii.gz,Case8023,"[192, 256, 8]","[1.484375, 1.484375, 11.699999809265137]",official,1,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_predictions/Case8023.nii.gz,PASS,results/20260725_care_myops_mosaic_fold0_reproduction/native_mosaic_raw_nested/MyoPS/Anonymous Center/Case8023/Case8023_pred.nii.gz,"[192, 256, 8]","[1.484375, 1.484375, 11.699999809265137]","[0, 200, 500, 600, 1220, 2221]",PASS
