phase,case_id,checkpoint_sha256,input_sha256,proposal_sha256,refiner_sha256,final_logits_sha256,final_labels_sha256,baseline_id,deterministic_match
d2_hierarchical_psip,Case1023,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,6159f0f2f50c6403c9e6a0ad6a87744ee32614495c6beedf060a6ca2f9888cf8,50772806442b5d3ebc346a53d60416b74e8bf8c80a5349147236e4f894755882,4ae7a44a1e58e7f8b44a3ca0683e775f300a527f1d2feee2cb19d26540585aeb,4ae7a44a1e58e7f8b44a3ca0683e775f300a527f1d2feee2cb19d26540585aeb,00b577a68e48c57505046754f84f0d6b8da9902ebaf1e7893e2d688c13a7327d,clean_baseline_A,true
d2_hierarchical_psip,Case1023,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,6159f0f2f50c6403c9e6a0ad6a87744ee32614495c6beedf060a6ca2f9888cf8,50772806442b5d3ebc346a53d60416b74e8bf8c80a5349147236e4f894755882,4ae7a44a1e58e7f8b44a3ca0683e775f300a527f1d2feee2cb19d26540585aeb,4ae7a44a1e58e7f8b44a3ca0683e775f300a527f1d2feee2cb19d26540585aeb,00b577a68e48c57505046754f84f0d6b8da9902ebaf1e7893e2d688c13a7327d,clean_baseline_B,true
d2_hierarchical_psip,Case1029,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,175c76861c64b0a05c1256f7d0114edc0d5879468d2e73eedc7fbf415739cb92,a8314552c6c82ff00043dcf431f7b5c54344c16fae1d64acf4e09b6408cbeace,58f5f575f59d801efca95eb3667f5eef1fef457e20f762c3a8a1e027e9a40c24,58f5f575f59d801efca95eb3667f5eef1fef457e20f762c3a8a1e027e9a40c24,c8c3350a2bb2fd64d3d35017073ef9223a7048352fe8dbd765d432955fc26161,clean_baseline_A,true
d2_hierarchical_psip,Case1029,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,175c76861c64b0a05c1256f7d0114edc0d5879468d2e73eedc7fbf415739cb92,a8314552c6c82ff00043dcf431f7b5c54344c16fae1d64acf4e09b6408cbeace,58f5f575f59d801efca95eb3667f5eef1fef457e20f762c3a8a1e027e9a40c24,58f5f575f59d801efca95eb3667f5eef1fef457e20f762c3a8a1e027e9a40c24,c8c3350a2bb2fd64d3d35017073ef9223a7048352fe8dbd765d432955fc26161,clean_baseline_B,true
d2_hierarchical_psip,Case1033,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,84fd65226ca47b5ce9cc19ad74c4117040ba517af76ca7bc24fe6acdcb97f730,2db79ba6f214b97c29de87f328253d1c3686bc368e7fedd1f94fffaf3604fbef,783bbfa6e0e9f96c225f867813db37693f6e1826864f122499e5120f110ff42f,783bbfa6e0e9f96c225f867813db37693f6e1826864f122499e5120f110ff42f,336afb00a77ca3048053c1f6e8d519a7b9a99db16e5478bb9aae93991a26a865,clean_baseline_A,true
d2_hierarchical_psip,Case1033,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,84fd65226ca47b5ce9cc19ad74c4117040ba517af76ca7bc24fe6acdcb97f730,2db79ba6f214b97c29de87f328253d1c3686bc368e7fedd1f94fffaf3604fbef,783bbfa6e0e9f96c225f867813db37693f6e1826864f122499e5120f110ff42f,783bbfa6e0e9f96c225f867813db37693f6e1826864f122499e5120f110ff42f,336afb00a77ca3048053c1f6e8d519a7b9a99db16e5478bb9aae93991a26a865,clean_baseline_B,true
d2_hierarchical_psip,Case1040,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,5261312f47e23cd9eb6cf191532b66f365554b0f8dfba0c8f2e6f357106cce37,aaceca8906c6a9a7b906f5881043bb413a2aadba15a39d58c404968187969e7f,e5246eb668d03f20f37cd43b2244f31180ba539027bed10962c2145e7f805a77,e5246eb668d03f20f37cd43b2244f31180ba539027bed10962c2145e7f805a77,9e6f0ee70d4c6427d0b846eb6c78a4bf46e4acc0adaa9fdb201400acd3d80148,clean_baseline_A,true
d2_hierarchical_psip,Case1040,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,5261312f47e23cd9eb6cf191532b66f365554b0f8dfba0c8f2e6f357106cce37,aaceca8906c6a9a7b906f5881043bb413a2aadba15a39d58c404968187969e7f,e5246eb668d03f20f37cd43b2244f31180ba539027bed10962c2145e7f805a77,e5246eb668d03f20f37cd43b2244f31180ba539027bed10962c2145e7f805a77,9e6f0ee70d4c6427d0b846eb6c78a4bf46e4acc0adaa9fdb201400acd3d80148,clean_baseline_B,true
d2_hierarchical_psip,Case1042,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,c1783fece49f6773834f31d49b37d50260dbe556b785b18bb25ec18fd25e171c,205dcd6b68a0387f713f95b3423cd1dd32e045ed93b80629c490899e4011b0e2,8cf4ffc4abc1197e39dbf1a2f467be753d12f6a72b8f2c8e238c21628cf9ec79,8cf4ffc4abc1197e39dbf1a2f467be753d12f6a72b8f2c8e238c21628cf9ec79,f77f4e9906586e455ceb2bac0d340b0a2d18141b75bc48ee686698d084ba00e6,clean_baseline_A,true
d2_hierarchical_psip,Case1042,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,c1783fece49f6773834f31d49b37d50260dbe556b785b18bb25ec18fd25e171c,205dcd6b68a0387f713f95b3423cd1dd32e045ed93b80629c490899e4011b0e2,8cf4ffc4abc1197e39dbf1a2f467be753d12f6a72b8f2c8e238c21628cf9ec79,8cf4ffc4abc1197e39dbf1a2f467be753d12f6a72b8f2c8e238c21628cf9ec79,f77f4e9906586e455ceb2bac0d340b0a2d18141b75bc48ee686698d084ba00e6,clean_baseline_B,true
d2_hierarchical_psip,Case1045,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,53b78027d05a973747490f9385cdb664e4f68d7d96aff40e243e5b6941cb0b52,68346a1a000e0802432a69c1c7e236e7ef7856ec88ee186f4c7b3277de9e1fbc,0f87240a3ca2d04deae2afb840e287fac019da5d16626cccf21c4143d845ef0a,0f87240a3ca2d04deae2afb840e287fac019da5d16626cccf21c4143d845ef0a,5861ea0c17ec1298ffae58f591d3ef7a31f08f5ca0df31308a4178285dfafd6a,clean_baseline_A,true
d2_hierarchical_psip,Case1045,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,53b78027d05a973747490f9385cdb664e4f68d7d96aff40e243e5b6941cb0b52,68346a1a000e0802432a69c1c7e236e7ef7856ec88ee186f4c7b3277de9e1fbc,0f87240a3ca2d04deae2afb840e287fac019da5d16626cccf21c4143d845ef0a,0f87240a3ca2d04deae2afb840e287fac019da5d16626cccf21c4143d845ef0a,5861ea0c17ec1298ffae58f591d3ef7a31f08f5ca0df31308a4178285dfafd6a,clean_baseline_B,true
d2_hierarchical_psip,Case1047,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,23d2ff88e38dc4bc46ee1defcc368283a5955e5e8ed152d06d1fd35b80564b40,692f93543b2b66257660fe74d8dcd2facfa3db4171e91e2418b58073585b0adb,5f8649c52ca0a86c80415c4417d8f10507e9fd19823af59df235aee5e6daaf0e,5f8649c52ca0a86c80415c4417d8f10507e9fd19823af59df235aee5e6daaf0e,0d9ca1eb68c0b068836b05f26c0109fd9bf0490a07217cdeed92bb48cfdba201,clean_baseline_A,true
d2_hierarchical_psip,Case1047,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,23d2ff88e38dc4bc46ee1defcc368283a5955e5e8ed152d06d1fd35b80564b40,692f93543b2b66257660fe74d8dcd2facfa3db4171e91e2418b58073585b0adb,5f8649c52ca0a86c80415c4417d8f10507e9fd19823af59df235aee5e6daaf0e,5f8649c52ca0a86c80415c4417d8f10507e9fd19823af59df235aee5e6daaf0e,0d9ca1eb68c0b068836b05f26c0109fd9bf0490a07217cdeed92bb48cfdba201,clean_baseline_B,true
d2_hierarchical_psip,Case1053,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,39f2c6ebb2bd473c3f796b2cd1dc664b27bd385c1df5e3fbcc0204d0137f636c,a6bedccb331d97e7d27730ae7e19a91b77333f0aad43d5c993a4c11251c9eaf7,d8e5eccc52820bf5c9755b56a617358207d18e5ce635cafac0a367405249e26d,d8e5eccc52820bf5c9755b56a617358207d18e5ce635cafac0a367405249e26d,36855c4a8633e1fc5edced19745adebeded0e3ab5d62a3341031de470a866364,clean_baseline_A,true
d2_hierarchical_psip,Case1053,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,39f2c6ebb2bd473c3f796b2cd1dc664b27bd385c1df5e3fbcc0204d0137f636c,a6bedccb331d97e7d27730ae7e19a91b77333f0aad43d5c993a4c11251c9eaf7,d8e5eccc52820bf5c9755b56a617358207d18e5ce635cafac0a367405249e26d,d8e5eccc52820bf5c9755b56a617358207d18e5ce635cafac0a367405249e26d,36855c4a8633e1fc5edced19745adebeded0e3ab5d62a3341031de470a866364,clean_baseline_B,true
d2_hierarchical_psip,Case1062,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,d2b22d7cc8f230014dfa9246034a66c88edd364b726bb76c354acfa68960fb5d,94755daef9e88480eb07f98568e01c6ac92cf9b5736c5023c90d781fd7168e50,cda13cf59114cc6a0f544b26fa50dfb3f9067fdb4a780d2af49879ea0da8d0a8,cda13cf59114cc6a0f544b26fa50dfb3f9067fdb4a780d2af49879ea0da8d0a8,3ede3530998d22cbe1293382b07ece04cf2ec90bcecd04585ad0134a3aab651b,clean_baseline_A,true
d2_hierarchical_psip,Case1062,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,d2b22d7cc8f230014dfa9246034a66c88edd364b726bb76c354acfa68960fb5d,94755daef9e88480eb07f98568e01c6ac92cf9b5736c5023c90d781fd7168e50,cda13cf59114cc6a0f544b26fa50dfb3f9067fdb4a780d2af49879ea0da8d0a8,cda13cf59114cc6a0f544b26fa50dfb3f9067fdb4a780d2af49879ea0da8d0a8,3ede3530998d22cbe1293382b07ece04cf2ec90bcecd04585ad0134a3aab651b,clean_baseline_B,true
d2_hierarchical_psip,Case1070,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,e1d5ea3a6810eb011afa58308b19645ef4f0876b44f4420dcd8e4b36e2091eab,60e7c34502585ce4c6a7d6aa5863045d2aabfdb4112029c08780969b0e745234,0599f3d726f813c86b94826765deb591c1e7914f0bdf15abf8239db9d2ebf0fa,0599f3d726f813c86b94826765deb591c1e7914f0bdf15abf8239db9d2ebf0fa,7e7dc99b7d01789e0671f47d2673c65911c63925131b0724f52a650f926bf6c5,clean_baseline_A,true
d2_hierarchical_psip,Case1070,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,e1d5ea3a6810eb011afa58308b19645ef4f0876b44f4420dcd8e4b36e2091eab,60e7c34502585ce4c6a7d6aa5863045d2aabfdb4112029c08780969b0e745234,0599f3d726f813c86b94826765deb591c1e7914f0bdf15abf8239db9d2ebf0fa,0599f3d726f813c86b94826765deb591c1e7914f0bdf15abf8239db9d2ebf0fa,7e7dc99b7d01789e0671f47d2673c65911c63925131b0724f52a650f926bf6c5,clean_baseline_B,true
d2_hierarchical_psip,Case1073,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,c4e553a78760fb55b173fcfed397d02dd01506c652247aeb4d4d60d32178796c,fd4127c5aa86b87d0ea02577f2b54c6e53fa30672803395863f149fec0ebaee9,f2e7f8a6bc00e94203dac5b5c3ccc32fe136a01e67069f12f0bad5575c20a86e,f2e7f8a6bc00e94203dac5b5c3ccc32fe136a01e67069f12f0bad5575c20a86e,e8029cfb30e93b6c4201305e057674117fd5826f91d795cfe9574b821e4862dc,clean_baseline_A,true
d2_hierarchical_psip,Case1073,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,c4e553a78760fb55b173fcfed397d02dd01506c652247aeb4d4d60d32178796c,fd4127c5aa86b87d0ea02577f2b54c6e53fa30672803395863f149fec0ebaee9,f2e7f8a6bc00e94203dac5b5c3ccc32fe136a01e67069f12f0bad5575c20a86e,f2e7f8a6bc00e94203dac5b5c3ccc32fe136a01e67069f12f0bad5575c20a86e,e8029cfb30e93b6c4201305e057674117fd5826f91d795cfe9574b821e4862dc,clean_baseline_B,true
d2_hierarchical_psip,Case1080,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,9996a1bb83108decc202cc30757fb065781b434a5bf2b3c0512e2342f7f9033d,b205e273d64c6193a08654bd4dd102cd130b9a5f597555bcc1a91c652a06ece6,87dc031fbeda15f07d8d7a5d9529dd02d9eefe47a35a164b8b2fd8bc66098ee5,87dc031fbeda15f07d8d7a5d9529dd02d9eefe47a35a164b8b2fd8bc66098ee5,79f9298cd81401dee57175fcf373fd0daebc35978ad71f1b8be91940c7b4497d,clean_baseline_A,true
d2_hierarchical_psip,Case1080,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,9996a1bb83108decc202cc30757fb065781b434a5bf2b3c0512e2342f7f9033d,b205e273d64c6193a08654bd4dd102cd130b9a5f597555bcc1a91c652a06ece6,87dc031fbeda15f07d8d7a5d9529dd02d9eefe47a35a164b8b2fd8bc66098ee5,87dc031fbeda15f07d8d7a5d9529dd02d9eefe47a35a164b8b2fd8bc66098ee5,79f9298cd81401dee57175fcf373fd0daebc35978ad71f1b8be91940c7b4497d,clean_baseline_B,true
d2_hierarchical_psip,Case2002,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,cbc2864f78362b97a92c6e7c802ad83c7188a22022dd4ad6ac5f0f1aa1b9daf6,f59a27479cee27c63e4fc8ceae63633b80ffd8cb676922aa0a95792382091b8e,af221770e23ff5fc1aebc659854d1a957ffdce69a828074d312ee0677720295c,af221770e23ff5fc1aebc659854d1a957ffdce69a828074d312ee0677720295c,a6b0a6840857fb7df7650b05bfb4aa8b85804e117815124e87c94c12caa2f44f,clean_baseline_A,true
d2_hierarchical_psip,Case2002,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,cbc2864f78362b97a92c6e7c802ad83c7188a22022dd4ad6ac5f0f1aa1b9daf6,f59a27479cee27c63e4fc8ceae63633b80ffd8cb676922aa0a95792382091b8e,af221770e23ff5fc1aebc659854d1a957ffdce69a828074d312ee0677720295c,af221770e23ff5fc1aebc659854d1a957ffdce69a828074d312ee0677720295c,a6b0a6840857fb7df7650b05bfb4aa8b85804e117815124e87c94c12caa2f44f,clean_baseline_B,true
d2_hierarchical_psip,Case2007,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,e17e67098da9f9a5c9492d1cb67d539f203886e29eaee5d22671794d12e5248f,237538f02bda71e8b0e8186d7741439e07f372c45f26ce77e70227dd526d2e71,1fd5d1213c62998f310ba2432d989631cc8fe38af19aa53cf85e825ba768320d,1fd5d1213c62998f310ba2432d989631cc8fe38af19aa53cf85e825ba768320d,ed1aee5d3b531de662296abf29990f1378a06a644fabe420d68032b21b396bff,clean_baseline_A,true
d2_hierarchical_psip,Case2007,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,e17e67098da9f9a5c9492d1cb67d539f203886e29eaee5d22671794d12e5248f,237538f02bda71e8b0e8186d7741439e07f372c45f26ce77e70227dd526d2e71,1fd5d1213c62998f310ba2432d989631cc8fe38af19aa53cf85e825ba768320d,1fd5d1213c62998f310ba2432d989631cc8fe38af19aa53cf85e825ba768320d,ed1aee5d3b531de662296abf29990f1378a06a644fabe420d68032b21b396bff,clean_baseline_B,true
d2_hierarchical_psip,Case2008,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,2cd5397153a230b45789955e2707a3437cb27cbcfb975d3cc4b61b0f6b2be8ed,ba592f7685969a83fb21c4db94be25c50ff169ff445ba2827a7414b6b8b650ae,7ef18710c17d82dec8ee3807cad203ddfbd5ee712040905a424e066aa4778916,7ef18710c17d82dec8ee3807cad203ddfbd5ee712040905a424e066aa4778916,e40ab01b840e6686ba286321d9e99d470347b5da2bd3a2df44b0ecd9256448ee,clean_baseline_A,true
d2_hierarchical_psip,Case2008,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,2cd5397153a230b45789955e2707a3437cb27cbcfb975d3cc4b61b0f6b2be8ed,ba592f7685969a83fb21c4db94be25c50ff169ff445ba2827a7414b6b8b650ae,7ef18710c17d82dec8ee3807cad203ddfbd5ee712040905a424e066aa4778916,7ef18710c17d82dec8ee3807cad203ddfbd5ee712040905a424e066aa4778916,e40ab01b840e6686ba286321d9e99d470347b5da2bd3a2df44b0ecd9256448ee,clean_baseline_B,true
d2_hierarchical_psip,Case2017,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,1bcaf7c75ba8355881b56eb907bf2a4d500541748d40f9f9ee89161bb6704af0,821a96ce5d454bf8b56c17ce3ee4ff9e3a74d200f6ebcea4f1f514550c52391e,2caff6cc11fddc49ff4c53541662e3de09dc9b4b638df80bf0acd72f8aea5f05,2caff6cc11fddc49ff4c53541662e3de09dc9b4b638df80bf0acd72f8aea5f05,640259fd59c1817f6c17e762bbc41b93460b4d7b1cf7a5e12ea4b2ec653c4649,clean_baseline_A,true
d2_hierarchical_psip,Case2017,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,1bcaf7c75ba8355881b56eb907bf2a4d500541748d40f9f9ee89161bb6704af0,821a96ce5d454bf8b56c17ce3ee4ff9e3a74d200f6ebcea4f1f514550c52391e,2caff6cc11fddc49ff4c53541662e3de09dc9b4b638df80bf0acd72f8aea5f05,2caff6cc11fddc49ff4c53541662e3de09dc9b4b638df80bf0acd72f8aea5f05,640259fd59c1817f6c17e762bbc41b93460b4d7b1cf7a5e12ea4b2ec653c4649,clean_baseline_B,true
d2_hierarchical_psip,Case2020,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,162b1de2ff7981a0f6ebe3de750e9aade20bd6b92dc67d747b9990b9d9b61d03,6431a2bb935395e61a72e68af8cabac4a4fe029cacba3cab968a9112de3a618a,1879edff118e27467e10788102efd55b98f72b91ee8c6725f7341ac2c8458def,1879edff118e27467e10788102efd55b98f72b91ee8c6725f7341ac2c8458def,6505669b29c58f50ede9dfe05bd4c0a9f41080ddbea1cf46fa724045076f48d7,clean_baseline_A,true
d2_hierarchical_psip,Case2020,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,162b1de2ff7981a0f6ebe3de750e9aade20bd6b92dc67d747b9990b9d9b61d03,6431a2bb935395e61a72e68af8cabac4a4fe029cacba3cab968a9112de3a618a,1879edff118e27467e10788102efd55b98f72b91ee8c6725f7341ac2c8458def,1879edff118e27467e10788102efd55b98f72b91ee8c6725f7341ac2c8458def,6505669b29c58f50ede9dfe05bd4c0a9f41080ddbea1cf46fa724045076f48d7,clean_baseline_B,true
d2_hierarchical_psip,Case2031,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,8a82cef973e942fe828fbf0cdb48edf13e66c62c64480e917e1dbd509291c65b,42c4c64fa171e51319694b7d3d6f8eb58c5de3c478c8b28a9283ce7af2642bd3,f7ca3b426bbd0a4666e542b621f21907fffaa226d66a8ce42188a14b746702c4,f7ca3b426bbd0a4666e542b621f21907fffaa226d66a8ce42188a14b746702c4,d14b2e1d5c848c09a9321a3ff50b41792e74f7a1576dcb05e9568d1cba81d124,clean_baseline_A,true
d2_hierarchical_psip,Case2031,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,8a82cef973e942fe828fbf0cdb48edf13e66c62c64480e917e1dbd509291c65b,42c4c64fa171e51319694b7d3d6f8eb58c5de3c478c8b28a9283ce7af2642bd3,f7ca3b426bbd0a4666e542b621f21907fffaa226d66a8ce42188a14b746702c4,f7ca3b426bbd0a4666e542b621f21907fffaa226d66a8ce42188a14b746702c4,d14b2e1d5c848c09a9321a3ff50b41792e74f7a1576dcb05e9568d1cba81d124,clean_baseline_B,true
d2_hierarchical_psip,Case2033,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,b4c888370e788b2664182160ca35cef1b43745216176507c8f8ed4cfc4022647,7f125a61dface9a8832f9d80f365ea57704637407b703f113c030569fdbc5513,11a202f92d3861858c01a803d0d7abdf7457fb258641347ba3369bbe36ff8cf6,11a202f92d3861858c01a803d0d7abdf7457fb258641347ba3369bbe36ff8cf6,64fb5d99cd712a989dae45b31d5d72c4320129fe093312658d727eb48612648e,clean_baseline_A,true
d2_hierarchical_psip,Case2033,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,b4c888370e788b2664182160ca35cef1b43745216176507c8f8ed4cfc4022647,7f125a61dface9a8832f9d80f365ea57704637407b703f113c030569fdbc5513,11a202f92d3861858c01a803d0d7abdf7457fb258641347ba3369bbe36ff8cf6,11a202f92d3861858c01a803d0d7abdf7457fb258641347ba3369bbe36ff8cf6,64fb5d99cd712a989dae45b31d5d72c4320129fe093312658d727eb48612648e,clean_baseline_B,true
d2_hierarchical_psip,Case3004,a1951e40522eae03fd103938e3fff827a127d29f01ab1ad66619d3376aac7bb0,22e31a3a6bf01eba30aac6ce35152e77020426f9c2943e8ce8337e6e5f4709f8,05355a7e855206301203617ef69e173b44593ff874f9e98620eb5a6bcf20578a,bb1cd67c303bb354488abcc8586b0414e07687fd460b45fc1c32dde32458028d,bb1cd67c303bb354488abcc8586b0414e07687fd460b45fc1c32dde32458028d,ecd641388668242e0e571f4003afd9fb258c709c52266689b5d00a6dfb41fbe8,clean_baseline_A,true
